Time 	Distance	 Laps	 µ	FrictionForce
754,401	18,8567676544189	993,42853	0,40202	1,20606
754,501	18,8594779968262	993,57135	0,39764	1,19293
754,601	18,862190246582	993,71429	0,42236	1,26707
754,701	18,8649005889893	993,85712	0,42985	1,28955
754,801	18,8676128387451	994,00000	0,44727	1,34182
754,901	18,8699855804443	994,12500	0,43412	1,30236
755,001	18,8723583221436	994,24994	0,33207	0,99620
755,101	18,8747310638428	994,37500	0,35990	1,07970
755,201	18,877103805542	994,49994	0,41708	1,25125
755,301	18,8794765472412	994,62500	0,40572	1,21716
755,401	18,8818492889404	994,75000	0,41761	1,25284
755,501	18,8842220306396	994,87494	0,44320	1,32960
755,601	18,8865947723389	995,00000	0,45905	1,37714
755,701	18,8889675140381	995,12500	0,38125	1,14375
755,801	18,8913402557373	995,25000	0,33869	1,01607
755,901	18,8937129974365	995,37500	0,38340	1,15019
756,001	18,8960857391357	995,49994	0,40549	1,21646
756,101	18,898458480835	995,62500	0,41973	1,25919
756,201	18,9008312225342	995,75000	0,41806	1,25418
756,301	18,9032039642334	995,87500	0,44503	1,33508
756,401	18,9055767059326	996,00000	0,45336	1,36007
756,501	18,9082889556885	996,14282	0,33462	1,00387
756,601	18,9109992980957	996,28571	0,35976	1,07929
756,701	18,9137115478516	996,42853	0,41293	1,23879
756,801	18,9164237976074	996,57147	0,39819	1,19457
756,901	18,9191360473633	996,71429	0,42534	1,27602
757,001	18,9218463897705	996,85712	0,42773	1,28318
757,101	18,9245586395264	997,00000	0,45625	1,36874
757,201	18,9269313812256	997,12500	0,41361	1,24082
757,301	18,9293041229248	997,25000	0,32362	0,97087
757,401	18,931676864624	997,37500	0,37497	1,12492
757,501	18,9340476989746	997,49994	0,41481	1,24443
757,601	18,9364204406738	997,62500	0,40689	1,22067
757,701	18,938793182373	997,75000	0,41543	1,24630
757,801	18,9411659240723	997,87500	0,45150	1,35451
757,901	18,9435386657715	998,00000	0,45899	1,37698
758,001	18,9462509155273	998,14282	0,35572	1,06717
758,101	18,9489612579346	998,28571	0,35560	1,06680
758,201	18,9516735076904	998,42853	0,39820	1,19461
758,301	18,9543857574463	998,57147	0,39944	1,19831
758,401	18,9570980072021	998,71429	0,42664	1,27993
758,501	18,9598083496094	998,85712	0,41943	1,25829
758,601	18,9625205993652	999,00000	0,45207	1,35622
758,701	18,9648933410645	999,12500	0,43665	1,30994
758,801	18,9672660827637	999,25000	0,32085	0,96255
758,901	18,9696388244629	999,37500	0,36969	1,10908
759,001	18,9720115661621	999,49994	0,41906	1,25717
759,101	18,9743843078613	999,62500	0,39438	1,18315
759,201	18,9767570495605	999,75000	0,42258	1,26773
759,301	18,9791297912598	999,87500	0,44769	1,34308
759,401	18,981502532959	1000,00000	0,45610	1,36829
759,501	18,9838752746582	1000,12500	0,38694	1,16082
759,601	18,9862480163574	1000,25000	0,33712	1,01137
759,701	18,9886207580566	1000,37500	0,38184	1,14552
759,801	18,9909934997559	1000,50006	0,41317	1,23950
759,901	18,9933662414551	1000,62500	0,41716	1,25149
760,001	18,9957389831543	1000,75000	0,41548	1,24644
760,101	18,9981117248535	1000,87500	0,45371	1,36113
760,201	19,0004844665527	1001,00000	0,44745	1,34236
760,301	19,0031967163086	1001,14288	0,33052	0,99157
760,401	19,0059070587158	1001,28571	0,36951	1,10854
760,501	19,0086193084717	1001,42853	0,40389	1,21166
760,601	19,0113315582275	1001,57147	0,39445	1,18336
760,701	19,0140438079834	1001,71429	0,43082	1,29245
760,801	19,0167541503906	1001,85718	0,42520	1,27560
760,901	19,0194664001465	1002,00000	0,45591	1,36773
761,001	19,0218391418457	1002,12500	0,41979	1,25937
761,101	19,0242118835449	1002,25000	0,31603	0,94809
761,201	19,0265846252441	1002,37500	0,37795	1,13385
761,301	19,0289573669434	1002,50006	0,42363	1,27090
761,401	19,0313282012939	1002,62500	0,39709	1,19128
761,501	19,0337009429932	1002,75000	0,41784	1,25351
761,601	19,0360736846924	1002,87500	0,45474	1,36422
761,701	19,0384464263916	1003,00000	0,45648	1,36945
761,801	19,0411586761475	1003,14288	0,35339	1,06017
761,901	19,0438690185547	1003,28571	0,35909	1,07727
762,001	19,0465812683105	1003,42853	0,38707	1,16122
762,101	19,0492935180664	1003,57147	0,40525	1,21575
762,201	19,0520057678223	1003,71429	0,43031	1,29092
762,301	19,0547161102295	1003,85718	0,41458	1,24374
762,401	19,0574283599854	1004,00000	0,45971	1,37914
762,501	19,0598011016846	1004,12500	0,43659	1,30978
762,601	19,0621738433838	1004,25000	0,31571	0,94712
762,701	19,064546585083	1004,37500	0,37660	1,12980
762,801	19,0669193267822	1004,50006	0,41518	1,24554
762,901	19,0692920684814	1004,62500	0,39236	1,17707
763,001	19,0716648101807	1004,75000	0,43515	1,30545
763,101	19,0740375518799	1004,87500	0,44212	1,32636
763,201	19,0764102935791	1005,00000	0,45336	1,36007
763,301	19,0787830352783	1005,12506	0,39117	1,17350
763,401	19,0811557769775	1005,25000	0,33477	1,00431
763,501	19,0835285186768	1005,37500	0,38478	1,15433
763,601	19,085901260376	1005,50006	0,41900	1,25700
763,701	19,0882740020752	1005,62500	0,41136	1,23407
763,801	19,0906467437744	1005,75006	0,41933	1,25798
763,901	19,0930194854736	1005,87500	0,46332	1,38996
764,001	19,0953922271729	1006,00000	0,43914	1,31743
764,101	19,0981044769287	1006,14288	0,33219	0,99658
764,201	19,1008148193359	1006,28571	0,37430	1,12290
764,301	19,1035270690918	1006,42865	0,40083	1,20248
764,401	19,106237411499	1006,57147	0,40683	1,22049
764,501	19,1089496612549	1006,71429	0,43412	1,30236
764,601	19,1116600036621	1006,85718	0,41808	1,25424
764,701	19,114372253418	1007,00000	0,45991	1,37973
764,801	19,1167449951172	1007,12506	0,41539	1,24616
764,901	19,1191177368164	1007,25000	0,31178	0,93535
765,001	19,1214904785156	1007,37500	0,39249	1,17747
765,101	19,1238632202148	1007,50006	0,42113	1,26339
765,201	19,1262359619141	1007,62500	0,39717	1,19152
765,301	19,1286087036133	1007,75006	0,42715	1,28144
765,401	19,1309814453125	1007,87500	0,45044	1,35133
765,501	19,1333541870117	1008,00000	0,44688	1,34064
765,601	19,1360664367676	1008,14288	0,35919	1,07757
765,701	19,1387767791748	1008,28571	0,35685	1,07055
765,801	19,1414890289307	1008,42865	0,38815	1,16445
765,901	19,1442012786865	1008,57147	0,41620	1,24860
766,001	19,1469135284424	1008,71429	0,42430	1,27288
766,101	19,1496238708496	1008,85718	0,40975	1,22925
766,201	19,1523361206055	1009,00000	0,46831	1,40494
766,301	19,1547088623047	1009,12506	0,42428	1,27286
766,401	19,1570816040039	1009,25000	0,31734	0,95201
766,501	19,1594543457031	1009,37500	0,38691	1,16074
766,601	19,1618270874023	1009,50006	0,40861	1,22584
766,701	19,1641998291016	1009,62500	0,39908	1,19724
766,801	19,1665725708008	1009,75006	0,43564	1,30692
766,901	19,1689453125	1009,87500	0,43302	1,29905
767,001	19,1713180541992	1010,00000	0,45185	1,35555
767,101	19,1736907958984	1010,12506	0,38953	1,16860
767,201	19,1760635375977	1010,25000	0,32731	0,98193
767,301	19,1784362792969	1010,37506	0,39275	1,17825
767,401	19,1808090209961	1010,50000	0,41845	1,25536
767,501	19,1831817626953	1010,62494	0,40350	1,21050
767,601	19,1855545043945	1010,75000	0,41763	1,25288
767,701	19,1879272460938	1010,87494	0,46193	1,38579
767,801	19,190299987793	1011,00000	0,43135	1,29405
767,901	19,1930122375488	1011,14282	0,33722	1,01166
768,001	19,1957225799561	1011,28564	0,37369	1,12108
768,101	19,1984348297119	1011,42859	0,39753	1,19259
768,201	19,2011451721191	1011,57141	0,41135	1,23406
768,301	19,203857421875	1011,71436	0,43186	1,29557
768,401	19,2065677642822	1011,85718	0,41104	1,23312
768,501	19,2092800140381	1012,00000	0,46583	1,39750
768,601	19,2116527557373	1012,12506	0,41077	1,23231
768,701	19,2140254974365	1012,25000	0,30847	0,92541
768,801	19,2163982391357	1012,37506	0,39727	1,19182
768,901	19,218770980835	1012,50000	0,41419	1,24258
769,001	19,2211437225342	1012,62494	0,39631	1,18894
769,101	19,2235164642334	1012,75000	0,43369	1,30108
769,201	19,2258892059326	1012,87494	0,44912	1,34736
769,301	19,2282619476318	1013,00000	0,44380	1,33140
769,401	19,2309741973877	1013,14282	0,36174	1,08522
769,501	19,2336845397949	1013,28564	0,35130	1,05390
769,601	19,2363967895508	1013,42859	0,39236	1,17708
769,701	19,2391090393066	1013,57141	0,41916	1,25748
769,801	19,2418212890625	1013,71436	0,41847	1,25542
769,901	19,2445316314697	1013,85718	0,41164	1,23491
770,001	19,2472438812256	1014,00000	0,47277	1,41832
770,101	19,2496166229248	1014,12506	0,41768	1,25305
770,201	19,251989364624	1014,25000	0,32027	0,96081
770,301	19,2543621063232	1014,37506	0,39030	1,17091
770,401	19,2567348480225	1014,50000	0,40306	1,20919
770,501	19,2591075897217	1014,62494	0,40539	1,21618
770,601	19,2614803314209	1014,75000	0,43462	1,30386
770,701	19,2638530731201	1014,87494	0,42970	1,28910
770,801	19,2662258148193	1015,00000	0,45848	1,37543
770,901	19,2685985565186	1015,12500	0,38446	1,15339
771,001	19,2709712982178	1015,24994	0,32490	0,97470
771,101	19,273344039917	1015,37500	0,40859	1,22576
771,201	19,2757148742676	1015,49994	0,42037	1,26110
771,301	19,2780876159668	1015,62500	0,40011	1,20034
771,401	19,280460357666	1015,75000	0,42546	1,27639
771,501	19,2828330993652	1015,87494	0,46259	1,38776
771,601	19,2852058410645	1016,00000	0,42699	1,28096
771,701	19,2879180908203	1016,14282	0,34292	1,02876
771,801	19,2906284332275	1016,28571	0,37149	1,11447
771,901	19,2933406829834	1016,42853	0,40050	1,20149
772,001	19,2960529327393	1016,57135	0,42365	1,27096
772,101	19,2987651824951	1016,71429	0,42748	1,28243
772,201	19,3014755249023	1016,85712	0,42067	1,26200
772,301	19,3041877746582	1017,00000	0,47349	1,42046
772,401	19,3065605163574	1017,12500	0,39703	1,19108
772,501	19,3089332580566	1017,24994	0,32291	0,96872
772,601	19,3113059997559	1017,37500	0,40651	1,21954
772,701	19,3136787414551	1017,49994	0,40828	1,22483
772,801	19,3160514831543	1017,62500	0,40615	1,21844
772,901	19,3184242248535	1017,75000	0,43691	1,31073
773,001	19,3207969665527	1017,87494	0,44068	1,32204
773,101	19,323169708252	1018,00000	0,45197	1,35593
773,201	19,3258819580078	1018,14282	0,36106	1,08318
773,301	19,328592300415	1018,28571	0,35118	1,05353
773,401	19,3313045501709	1018,42853	0,40774	1,22322
773,501	19,3340167999268	1018,57135	0,42059	1,26178
773,601	19,3367290496826	1018,71429	0,41568	1,24704
773,701	19,3394393920898	1018,85712	0,41930	1,25791
773,801	19,3421516418457	1019,00000	0,47354	1,42062
773,901	19,3445243835449	1019,12500	0,40677	1,22030
774,001	19,3468971252441	1019,24994	0,33045	0,99134
774,101	19,3492698669434	1019,37500	0,38281	1,14843
774,201	19,3516426086426	1019,49994	0,40708	1,22124
774,301	19,3540134429932	1019,62500	0,41835	1,25506
774,401	19,3563861846924	1019,75000	0,42523	1,27570
774,501	19,3587589263916	1019,87494	0,42995	1,28983
774,601	19,3611316680908	1020,00000	0,46504	1,39511
774,701	19,36350440979	1020,12500	0,37534	1,12601
774,801	19,3658771514893	1020,25000	0,33095	0,99285
774,901	19,3682498931885	1020,37500	0,41294	1,23881
775,001	19,3706226348877	1020,49994	0,41202	1,23605
775,101	19,3729953765869	1020,62500	0,41064	1,23192
775,201	19,3753681182861	1020,75000	0,43258	1,29774
775,301	19,3777408599854	1020,87500	0,45651	1,36952
775,401	19,3801136016846	1021,00000	0,42838	1,28514
775,501	19,3828258514404	1021,14282	0,34885	1,04654
775,601	19,3855361938477	1021,28571	0,35668	1,07004
775,701	19,3882484436035	1021,42853	0,41237	1,23710
775,801	19,3909606933594	1021,57147	0,42185	1,26556
775,901	19,3936729431152	1021,71429	0,41736	1,25209
776,001	19,3963832855225	1021,85712	0,42770	1,28310
776,101	19,3990955352783	1022,00000	0,47416	1,42247
776,201	19,4014682769775	1022,12500	0,38742	1,16226
776,301	19,4038410186768	1022,25000	0,32728	0,98184
776,401	19,406213760376	1022,37500	0,40210	1,20630
776,501	19,4085865020752	1022,49994	0,40408	1,21225
776,601	19,4109592437744	1022,62500	0,41576	1,24728
776,701	19,4133319854736	1022,75000	0,43195	1,29585
776,801	19,4157047271729	1022,87500	0,43694	1,31081
776,901	19,4180774688721	1023,00000	0,45437	1,36312
777,001	19,4207897186279	1023,14282	0,35521	1,06564
777,101	19,4235000610352	1023,28571	0,34512	1,03537
777,201	19,426212310791	1023,42853	0,41832	1,25497
777,301	19,4289245605469	1023,57147	0,41249	1,23749
777,401	19,4316368103027	1023,71429	0,41350	1,24050
777,501	19,43434715271	1023,85712	0,42971	1,28914
777,601	19,4370594024658	1024,00000	0,46595	1,39784
777,701	19,439432144165	1024,12500	0,40434	1,21301
777,801	19,4418048858643	1024,25000	0,33891	1,01672
777,901	19,4441776275635	1024,37500	0,37543	1,12629
778,001	19,4465484619141	1024,50000	0,41000	1,23000
778,101	19,4489212036133	1024,62500	0,42735	1,28204
778,201	19,4512939453125	1024,75000	0,41473	1,24418
778,301	19,4536666870117	1024,87500	0,43605	1,30816
778,401	19,4560394287109	1025,00000	0,47026	1,41077
778,501	19,4584121704102	1025,12500	0,36414	1,09241
778,601	19,4607849121094	1025,25000	0,33852	1,01555
778,701	19,4631576538086	1025,37500	0,41604	1,24813
778,801	19,4655303955078	1025,50000	0,40290	1,20869
778,901	19,467903137207	1025,62500	0,42132	1,26395
779,001	19,4702758789063	1025,75000	0,43358	1,30074
779,101	19,4726486206055	1025,87500	0,44731	1,34194
779,201	19,4750213623047	1026,00000	0,43550	1,30651
779,301	19,4777336120605	1026,14294	0,33808	1,01425
779,401	19,4804439544678	1026,28577	0,35501	1,06502
779,501	19,4831562042236	1026,42859	0,42418	1,27252
779,601	19,4858684539795	1026,57141	0,41663	1,24990
779,701	19,4885807037354	1026,71423	0,41073	1,23219
779,801	19,4912910461426	1026,85718	0,44071	1,32214
779,901	19,4940032958984	1027,00000	0,46790	1,40370
780,001	19,4963760375977	1027,12500	0,38139	1,14418
780,101	19,4987487792969	1027,25000	0,34190	1,02569
780,201	19,5011215209961	1027,37500	0,39235	1,17704
780,301	19,5034942626953	1027,50000	0,40348	1,21045
780,401	19,5058670043945	1027,62500	0,42736	1,28208
780,501	19,5082397460938	1027,75000	0,42205	1,26614
780,601	19,510612487793	1027,87500	0,43989	1,31967
780,701	19,5129852294922	1028,00000	0,46148	1,38443
780,801	19,515697479248	1028,14294	0,33917	1,01751
780,901	19,5184078216553	1028,28577	0,35467	1,06402
781,001	19,5211200714111	1028,42859	0,42098	1,26293
781,101	19,5238304138184	1028,57141	0,40005	1,20016
781,201	19,5265426635742	1028,71423	0,42418	1,27255
781,301	19,5292530059814	1028,85718	0,43422	1,30267
781,401	19,5319652557373	1029,00000	0,45799	1,37397
781,501	19,5343379974365	1029,12500	0,41327	1,23980
781,601	19,5367107391357	1029,25000	0,33637	1,00910
781,701	19,539083480835	1029,37500	0,36841	1,10522
781,801	19,5414562225342	1029,50000	0,41935	1,25806
781,901	19,5438289642334	1029,62500	0,41741	1,25224
782,001	19,5462017059326	1029,75000	0,40829	1,22487
782,101	19,5485744476318	1029,87500	0,44882	1,34646
782,201	19,5509471893311	1030,00000	0,46707	1,40122
782,301	19,5536594390869	1030,14294	0,35361	1,06082
782,401	19,5563697814941	1030,28577	0,35439	1,06317
782,501	19,55908203125	1030,42859	0,40319	1,20956
782,601	19,5617942810059	1030,57141	0,39755	1,19264
782,701	19,5645065307617	1030,71423	0,42707	1,28121
782,801	19,5672168731689	1030,85718	0,42568	1,27704
782,901	19,5699291229248	1031,00000	0,44657	1,33970
783,001	19,572301864624	1031,12500	0,44204	1,32611
783,101	19,5746746063232	1031,25000	0,33193	0,99578
783,201	19,5770473480225	1031,37500	0,36095	1,08284
783,301	19,5794200897217	1031,50000	0,42830	1,28491
783,401	19,5817928314209	1031,62500	0,40178	1,20534
783,501	19,5841655731201	1031,75000	0,41633	1,24900
783,601	19,5865383148193	1031,87500	0,44525	1,33576
783,701	19,5889110565186	1032,00000	0,46030	1,38089
783,801	19,5912837982178	1032,12500	0,38230	1,14690
783,901	19,593656539917	1032,25000	0,34925	1,04776
784,001	19,5960292816162	1032,37500	0,38359	1,15076
784,101	19,5984020233154	1032,50000	0,40949	1,22846
784,201	19,6007747650146	1032,62500	0,42623	1,27869
784,301	19,6031475067139	1032,75000	0,41526	1,24577
784,401	19,6055202484131	1032,87500	0,44803	1,34410
784,501	19,6078929901123	1033,00000	0,45830	1,37489
784,601	19,6106052398682	1033,14294	0,33444	1,00331
784,701	19,6133155822754	1033,28577	0,36778	1,10333
784,801	19,6160278320313	1033,42859	0,41955	1,25864
784,901	19,6187381744385	1033,57141	0,39250	1,17750
785,001	19,6214504241943	1033,71423	0,43019	1,29058
785,101	19,6241607666016	1033,85718	0,43221	1,29662
785,201	19,6268730163574	1034,00000	0,45237	1,35710
785,301	19,6292457580566	1034,12500	0,42040	1,26120
785,401	19,6316184997559	1034,25000	0,33362	1,00085
785,501	19,6339912414551	1034,37500	0,36715	1,10145
785,601	19,6363639831543	1034,50000	0,43219	1,29658
785,701	19,6387367248535	1034,62500	0,41285	1,23854
785,801	19,6411094665527	1034,75000	0,40724	1,22173
785,901	19,643482208252	1034,87500	0,45863	1,37588
786,001	19,6458549499512	1035,00000	0,45966	1,37897
786,101	19,648567199707	1035,14294	0,35157	1,05471
786,201	19,6512775421143	1035,28577	0,36723	1,10168
786,301	19,6539897918701	1035,42859	0,39316	1,17947
786,401	19,656702041626	1035,57141	0,40162	1,20487
786,501	19,6594142913818	1035,71423	0,43372	1,30116
786,601	19,6621246337891	1035,85718	0,41578	1,24733
786,701	19,6648368835449	1036,00000	0,45323	1,35968
786,801	19,6672096252441	1036,12500	0,44369	1,33108
786,901	19,6695823669434	1036,25000	0,32250	0,96751
787,001	19,6719551086426	1036,37500	0,37384	1,12151
787,101	19,6743278503418	1036,50000	0,42895	1,28684
787,201	19,676700592041	1036,62500	0,38970	1,16910
787,301	19,6790733337402	1036,75000	0,42408	1,27225
787,401	19,6814460754395	1036,87500	0,44987	1,34961
787,501	19,6838188171387	1037,00000	0,45168	1,35504
787,601	19,6861915588379	1037,12500	0,38914	1,16741
787,701	19,6885643005371	1037,25000	0,34370	1,03110
787,801	19,6909370422363	1037,37500	0,38077	1,14231
787,901	19,6933097839355	1037,50000	0,41940	1,25821
788,001	19,6956806182861	1037,62500	0,41220	1,23660
788,101	19,6980533599854	1037,75000	0,40875	1,22624
788,201	19,7004261016846	1037,87500	0,46094	1,38283
788,301	19,7027988433838	1038,00000	0,44893	1,34679
788,401	19,7055110931396	1038,14282	0,33088	0,99264
788,501	19,7082214355469	1038,28564	0,37681	1,13043
788,601	19,7109336853027	1038,42859	0,40935	1,22806
788,701	19,7136459350586	1038,57141	0,39172	1,17516
788,801	19,7163581848145	1038,71436	0,43655	1,30965
788,901	19,7190685272217	1038,85718	0,42514	1,27542
789,001	19,7217807769775	1039,00000	0,45490	1,36470
789,101	19,7241535186768	1039,12500	0,42363	1,27088
789,201	19,726526260376	1039,25000	0,31817	0,95451
789,301	19,7288990020752	1039,37500	0,38141	1,14424
789,401	19,7312717437744	1039,50000	0,42591	1,27772
789,501	19,7336444854736	1039,62500	0,39401	1,18202
789,601	19,7360172271729	1039,75000	0,41702	1,25107
789,701	19,7383899688721	1039,87500	0,46368	1,39104
789,801	19,7407627105713	1040,00000	0,44812	1,34436
789,901	19,7434749603271	1040,14282	0,35545	1,06634
790,001	19,7461853027344	1040,28564	0,36688	1,10065
790,101	19,7488975524902	1040,42859	0,38434	1,15302
790,201	19,7516098022461	1040,57141	0,40805	1,22414
790,301	19,754322052002	1040,71436	0,43111	1,29333
790,401	19,7570323944092	1040,85718	0,40855	1,22566
790,501	19,759744644165	1041,00000	0,46183	1,38550
790,601	19,7621173858643	1041,12500	0,43924	1,31773
790,701	19,7644901275635	1041,25000	0,31590	0,94770
790,801	19,7668628692627	1041,37500	0,38522	1,15565
790,901	19,7692356109619	1041,50000	0,41707	1,25122
791,001	19,7716083526611	1041,62500	0,39091	1,17273
791,101	19,7739810943604	1041,75000	0,43620	1,30860
791,201	19,7763538360596	1041,87500	0,44566	1,33697
791,301	19,7787265777588	1042,00000	0,44639	1,33918
791,401	19,781099319458	1042,12500	0,39575	1,18726
791,501	19,7834720611572	1042,25000	0,33471	1,00412
791,601	19,7858448028564	1042,37500	0,38385	1,15155
791,701	19,788215637207	1042,50000	0,42730	1,28190
791,801	19,7905883789063	1042,62500	0,40669	1,22009
791,901	19,7929611206055	1042,75000	0,41089	1,23266
792,001	19,7953338623047	1042,87500	0,46833	1,40501
792,101	19,7977066040039	1043,00000	0,43769	1,31306
792,201	19,8004188537598	1043,14282	0,33512	1,00536
792,301	19,803129196167	1043,28577	0,38612	1,15837
792,401	19,8058414459229	1043,42859	0,40157	1,20470
792,501	19,8085536956787	1043,57141	0,40326	1,20979
792,601	19,8112659454346	1043,71423	0,44111	1,32334
792,701	19,8139762878418	1043,85706	0,41708	1,25123
792,801	19,8166885375977	1044,00000	0,46092	1,38275
792,901	19,8190612792969	1044,12500	0,42052	1,26157
793,001	19,8214340209961	1044,25000	0,31322	0,93966
793,101	19,8238067626953	1044,37500	0,39765	1,19294
793,201	19,8261795043945	1044,50000	0,42069	1,26208
793,301	19,8285522460938	1044,62500	0,39323	1,17969
793,401	19,830924987793	1044,75000	0,42951	1,28852
793,501	19,8332977294922	1044,87500	0,45858	1,37575
793,601	19,8356704711914	1045,00000	0,44474	1,33423
793,701	19,8383827209473	1045,14282	0,36380	1,09139
793,801	19,8410930633545	1045,28577	0,36473	1,09420
793,901	19,8438053131104	1045,42859	0,38715	1,16144
794,001	19,8465175628662	1045,57141	0,41778	1,25334
794,101	19,8492298126221	1045,71423	0,42455	1,27364
794,201	19,8519401550293	1045,85706	0,41109	1,23328
794,301	19,8546524047852	1046,00000	0,47238	1,41714
794,401	19,8570251464844	1046,12500	0,42421	1,27264
794,501	19,8593978881836	1046,25000	0,31842	0,95525
794,601	19,8617706298828	1046,37500	0,39144	1,17432
794,701	19,864143371582	1046,50000	0,40953	1,22860
794,801	19,8665142059326	1046,62500	0,40003	1,20009
794,901	19,8688869476318	1046,75000	0,43806	1,31417
795,001	19,8712596893311	1046,87500	0,43755	1,31264
795,101	19,8736324310303	1047,00000	0,45561	1,36682
795,201	19,8760051727295	1047,12500	0,39034	1,17102
795,301	19,8783779144287	1047,25000	0,32839	0,98517
795,401	19,8807506561279	1047,37500	0,39795	1,19384
795,501	19,8831233978271	1047,50000	0,42562	1,27685
795,601	19,8854961395264	1047,62500	0,40458	1,21373
795,701	19,8878688812256	1047,75000	0,42269	1,26807
795,801	19,8902416229248	1047,87500	0,47142	1,41425
795,901	19,892614364624	1048,00000	0,42831	1,28492
796,001	19,8953266143799	1048,14282	0,34227	1,02682
796,101	19,8980369567871	1048,28577	0,37416	1,12247
796,201	19,900749206543	1048,42859	0,40202	1,20607
796,301	19,9034614562988	1048,57141	0,41184	1,23553
796,401	19,9061737060547	1048,71423	0,43488	1,30464
796,501	19,9088840484619	1048,85706	0,42004	1,26012
796,601	19,9115962982178	1049,00000	0,47143	1,41429
796,701	19,913969039917	1049,12500	0,40661	1,21983
796,801	19,9163417816162	1049,25000	0,31212	0,93636
796,901	19,9187145233154	1049,37500	0,40702	1,22107
797,001	19,9210872650146	1049,50000	0,41390	1,24171
797,101	19,9234600067139	1049,62500	0,39851	1,19553
797,201	19,9258327484131	1049,75000	0,43836	1,31509
797,301	19,9282054901123	1049,87500	0,45372	1,36115
797,401	19,9305782318115	1050,00000	0,44601	1,33804
797,501	19,9332904815674	1050,14282	0,36703	1,10110
797,601	19,9360008239746	1050,28577	0,35446	1,06337
797,701	19,9387130737305	1050,42859	0,39628	1,18884
797,801	19,9414234161377	1050,57141	0,42146	1,26438
797,901	19,9441356658936	1050,71423	0,41649	1,24948
798,001	19,9468460083008	1050,85706	0,42291	1,26873
798,101	19,9495582580566	1051,00000	0,48041	1,44123
798,201	19,9519309997559	1051,12500	0,41364	1,24093
798,301	19,9543037414551	1051,25000	0,32775	0,98326
798,401	19,9566764831543	1051,37500	0,39510	1,18531
798,501	19,9590492248535	1051,50000	0,40228	1,20685
798,601	19,9614219665527	1051,62500	0,41207	1,23621
798,701	19,963794708252	1051,75000	0,43641	1,30922
798,801	19,9661674499512	1051,87500	0,43591	1,30774
798,901	19,9685401916504	1052,00000	0,46375	1,39124
799,001	19,9709129333496	1052,12500	0,38577	1,15732
799,101	19,9732856750488	1052,25000	0,32875	0,98626
799,201	19,975658416748	1052,37500	0,40993	1,22979
799,301	19,9780311584473	1052,50000	0,42231	1,26692
799,401	19,9804039001465	1052,62500	0,40169	1,20506
799,501	19,9827766418457	1052,75000	0,43484	1,30453
799,601	19,9851493835449	1052,87500	0,46736	1,40207
799,701	19,9875221252441	1053,00000	0,42273	1,26820
799,801	19,990234375	1053,14294	0,34926	1,04777
799,901	19,9929447174072	1053,28577	0,36726	1,10177
800,001	19,9956569671631	1053,42859	0,40459	1,21378
800,101	19,9983692169189	1053,57141	0,42083	1,26248
800,201	20,0010814666748	1053,71423	0,42521	1,27563
800,301	20,003791809082	1053,85718	0,42565	1,27694
800,401	20,0065040588379	1054,00000	0,47674	1,43022
800,501	20,0088768005371	1054,12500	0,39526	1,18579
800,601	20,0112495422363	1054,25000	0,31848	0,95545
800,701	20,0136222839355	1054,37500	0,41183	1,23550
800,801	20,0159950256348	1054,50000	0,40648	1,21944
800,901	20,018367767334	1054,62500	0,40715	1,22146
801,001	20,0207405090332	1054,75000	0,43956	1,31867
801,101	20,0231132507324	1054,87500	0,44671	1,34012
801,201	20,0254859924316	1055,00000	0,44744	1,34234
801,301	20,0281982421875	1055,14294	0,36345	1,09035
801,401	20,0309085845947	1055,28577	0,34909	1,04728
801,501	20,0336208343506	1055,42859	0,40668	1,22005
801,601	20,0363311767578	1055,57141	0,41742	1,25225
801,701	20,0390434265137	1055,71423	0,41385	1,24156
801,801	20,0417537689209	1055,85718	0,42715	1,28146
801,901	20,0444660186768	1056,00000	0,47485	1,42455
802,001	20,046838760376	1056,12500	0,40590	1,21770
802,101	20,0492115020752	1056,25000	0,33463	1,00389
802,201	20,0515842437744	1056,37500	0,38733	1,16200
802,301	20,0539569854736	1056,50000	0,39831	1,19492
802,401	20,0563297271729	1056,62500	0,41392	1,24177
802,501	20,0587024688721	1056,75000	0,42030	1,26091
802,601	20,0610752105713	1056,87500	0,43053	1,29161
802,701	20,0634479522705	1057,00000	0,46823	1,40471
802,801	20,0658206939697	1057,12500	0,37310	1,11929
802,901	20,0681934356689	1057,25000	0,33184	0,99551
803,001	20,0705661773682	1057,37500	0,41426	1,24278
803,101	20,0729389190674	1057,50000	0,39700	1,19099
803,201	20,0753116607666	1057,62500	0,38591	1,15773
803,301	20,0776844024658	1057,75000	0,43426	1,30277
803,401	20,080057144165	1057,87500	0,44727	1,34181
803,501	20,0824298858643	1058,00000	0,42648	1,27945
803,601	20,0851421356201	1058,14294	0,35088	1,05265
803,701	20,0878524780273	1058,28577	0,35634	1,06903
803,801	20,0905647277832	1058,42859	0,40885	1,22655
803,901	20,0932769775391	1058,57141	0,40716	1,22147
804,001	20,0959892272949	1058,71423	0,39227	1,17683
804,101	20,0986995697021	1058,85718	0,43265	1,29794
804,201	20,101411819458	1059,00000	0,47003	1,41009
804,301	20,1037845611572	1059,12500	0,38380	1,15140
804,401	20,1061573028564	1059,25000	0,33535	1,00605
804,501	20,1085300445557	1059,37500	0,40209	1,20628
