Time 	Distance	 Laps	 µ	FrictionForce
9,800	0,241256386041641	12,71429	0,14517	0,43550
9,900	0,24396713078022	12,85714	0,14170	0,42511
10,000	0,246677875518799	13,00000	0,13592	0,40775
10,100	0,249049782752991	13,12500	0,12693	0,38078
10,200	0,251421689987183	13,25000	0,11942	0,35825
10,300	0,253793597221375	13,37500	0,12815	0,38444
10,400	0,256165504455566	13,50000	0,14083	0,42250
10,500	0,258537381887436	13,62500	0,14945	0,44834
10,600	0,260909289121628	13,75000	0,14436	0,43307
10,700	0,26328119635582	13,87500	0,13985	0,41956
10,800	0,265653103590012	14,00000	0,13716	0,41148
10,900	0,268363833427429	14,14286	0,12061	0,36184
11,000	0,271074593067169	14,28571	0,12094	0,36281
11,100	0,273785322904587	14,42857	0,13465	0,40396
11,200	0,276496082544327	14,57143	0,15076	0,45228
11,300	0,279206812381744	14,71429	0,14767	0,44302
11,400	0,281917572021484	14,85714	0,14101	0,42304
11,500	0,284628301858902	15,00000	0,13949	0,41847
11,600	0,287000209093094	15,12500	0,13418	0,40253
11,700	0,289372116327286	15,25000	0,11547	0,34640
11,800	0,291744023561478	15,37500	0,12769	0,38308
11,900	0,294115900993347	15,50000	0,14136	0,42408
12,000	0,296487808227539	15,62500	0,15745	0,47234
12,100	0,298859715461731	15,75000	0,14963	0,44889
12,200	0,301231622695923	15,87500	0,14028	0,42083
12,300	0,303603529930115	16,00000	0,13977	0,41931
12,400	0,305975437164307	16,12500	0,12774	0,38321
12,500	0,308347344398499	16,25000	0,11618	0,34855
12,600	0,31071925163269	16,37500	0,13450	0,40351
12,700	0,313091158866882	16,50000	0,15173	0,45519
12,800	0,315463036298752	16,62500	0,16132	0,48395
12,900	0,317834943532944	16,75000	0,14641	0,43923
13,000	0,320206850767136	16,87500	0,14310	0,42930
13,100	0,322578758001328	17,00000	0,13743	0,41229
13,200	0,325289517641068	17,14286	0,12040	0,36121
13,300	0,328000247478485	17,28571	0,12552	0,37656
13,400	0,330711007118225	17,42857	0,13923	0,41768
13,500	0,333421736955643	17,57143	0,16428	0,49283
13,600	0,336132496595383	17,71429	0,16234	0,48703
13,700	0,3388432264328	17,85714	0,14374	0,43123
13,800	0,34155398607254	18,00000	0,14502	0,43507
13,900	0,343925893306732	18,12500	0,13097	0,39291
14,000	0,346297800540924	18,25000	0,11848	0,35544
14,100	0,348669677972794	18,37500	0,13578	0,40734
14,200	0,351041585206985	18,50000	0,14545	0,43636
14,300	0,353413492441177	18,62500	0,17209	0,51627
14,400	0,355785369873047	18,75000	0,15965	0,47894
14,500	0,358157277107239	18,87500	0,14494	0,43482
14,600	0,360529184341431	19,00000	0,15109	0,45328
14,700	0,363239943981171	19,14286	0,11990	0,35971
14,800	0,365950673818588	19,28571	0,12374	0,37123
14,900	0,368661433458328	19,42857	0,14398	0,43194
15,000	0,371372163295746	19,57143	0,15977	0,47932
15,100	0,374082922935486	19,71429	0,17522	0,52566
15,200	0,376793652772903	19,85714	0,15961	0,47884
15,300	0,379504412412643	20,00000	0,14525	0,43575
15,400	0,381876319646835	20,12500	0,14383	0,43150
15,500	0,384248226881027	20,25000	0,12141	0,36423
15,600	0,386620134115219	20,37500	0,13198	0,39594
15,700	0,388992011547089	20,50000	0,14966	0,44899
15,800	0,391363918781281	20,62500	0,18170	0,54510
15,900	0,393735826015472	20,75000	0,16513	0,49539
16,000	0,396107733249664	20,87500	0,15824	0,47473
16,100	0,398479640483856	21,00000	0,15199	0,45598
16,200	0,401190400123596	21,14286	0,12927	0,38781
16,300	0,403901129961014	21,28571	0,12681	0,38043
16,400	0,406611889600754	21,42857	0,14453	0,43359
16,500	0,409322619438171	21,57143	0,16459	0,49377
16,600	0,412033379077911	21,71429	0,18425	0,55276
16,700	0,414744108915329	21,85715	0,16401	0,49202
16,800	0,417454868555069	22,00000	0,15646	0,46938
16,900	0,419826775789261	22,12500	0,15351	0,46053
17,000	0,42219865322113	22,25000	0,12031	0,36092
17,100	0,424570560455322	22,37500	0,13549	0,40648
17,200	0,426942467689514	22,50000	0,15222	0,45667
17,300	0,429314374923706	22,62500	0,17886	0,53657
17,400	0,431686282157898	22,75000	0,18145	0,54435
17,500	0,434058159589767	22,87500	0,16335	0,49006
17,600	0,436430066823959	23,00000	0,15806	0,47419
17,700	0,438801974058151	23,12500	0,14708	0,44125
17,800	0,441173881292343	23,25000	0,12030	0,36089
17,900	0,443545788526535	23,37500	0,14600	0,43800
18,000	0,445917665958405	23,50000	0,16370	0,49109
18,100	0,448289573192596	23,62500	0,18913	0,56739
18,200	0,450661480426788	23,75000	0,17391	0,52173
18,300	0,45303338766098	23,87500	0,16604	0,49812
18,400	0,455405294895172	24,00000	0,15759	0,47278
18,500	0,458116054534912	24,14286	0,13795	0,41384
18,600	0,46082678437233	24,28572	0,12941	0,38823
18,700	0,46353754401207	24,42857	0,15478	0,46434
18,800	0,466248273849487	24,57143	0,17813	0,53439
18,900	0,468959033489227	24,71428	0,18319	0,54958
19,000	0,471669763326645	24,85714	0,17378	0,52135
19,100	0,474380522966385	25,00000	0,17271	0,51813
19,200	0,476752430200577	25,12500	0,15528	0,46583
19,300	0,479124337434769	25,25000	0,12889	0,38666
19,400	0,481496244668961	25,37500	0,14673	0,44018
19,500	0,48386812210083	25,50000	0,15824	0,47471
19,600	0,486240029335022	25,62500	0,19253	0,57759
19,700	0,488611936569214	25,75000	0,18065	0,54195
19,800	0,490983843803406	25,87500	0,17599	0,52796
19,900	0,493355751037598	26,00000	0,17522	0,52567
20,000	0,496066480875015	26,14286	0,14748	0,44245
20,100	0,498777240514755	26,28572	0,12872	0,38615
20,200	0,501487970352173	26,42857	0,16120	0,48361
20,300	0,504198729991913	26,57143	0,17034	0,51102
20,400	0,506909489631653	26,71428	0,19822	0,59467
20,500	0,509620189666748	26,85714	0,18078	0,54234
20,600	0,512330949306488	27,00000	0,18327	0,54981
20,700	0,51470285654068	27,12500	0,17463	0,52388
20,800	0,517074763774872	27,25000	0,13796	0,41387
20,900	0,519446671009064	27,37500	0,14366	0,43099
21,000	0,521818578243256	27,50000	0,16883	0,50650
21,100	0,524190485477448	27,62500	0,18891	0,56673
21,200	0,526562392711639	27,75000	0,19093	0,57278
21,300	0,528934299945831	27,87500	0,19696	0,59089
21,400	0,531306207180023	28,00000	0,18775	0,56325
21,500	0,534016966819763	28,14286	0,16606	0,49818
21,600	0,536727666854858	28,28572	0,13850	0,41549
21,700	0,539438426494598	28,42857	0,16159	0,48477
21,800	0,542149186134338	28,57143	0,17622	0,52866
21,900	0,544859945774078	28,71428	0,20878	0,62634
22,000	0,547570645809174	28,85714	0,19200	0,57599
22,100	0,550281405448914	29,00000	0,21764	0,65291
22,200	0,552653312683105	29,12500	0,18562	0,55686
22,300	0,555025219917297	29,25000	0,15934	0,47801
22,400	0,557397127151489	29,37500	0,14498	0,43494
22,500	0,559769034385681	29,50000	0,17885	0,53654
22,600	0,562140882015228	29,62500	0,19357	0,58072
22,700	0,56451278924942	29,75000	0,21467	0,64402
22,800	0,566884696483612	29,87500	0,20963	0,62889
22,900	0,569256603717804	30,00000	0,23428	0,70283
23,000	0,571967363357544	30,14286	0,19051	0,57152
23,100	0,574678122997284	30,28572	0,14785	0,44355
23,200	0,577388882637024	30,42857	0,16496	0,49489
23,300	0,580099582672119	30,57143	0,19674	0,59021
23,400	0,582810342311859	30,71428	0,21919	0,65757
23,500	0,585521101951599	30,85714	0,21307	0,63922
23,600	0,588231861591339	31,00000	0,26516	0,79549
23,700	0,590603768825531	31,12500	0,21252	0,63755
23,800	0,592975676059723	31,25000	0,19604	0,58811
23,900	0,595347583293915	31,37500	0,14787	0,44362
24,000	0,597719430923462	31,50000	0,19126	0,57379
24,100	0,600091338157654	31,62500	0,20916	0,62749
24,200	0,602463245391846	31,75000	0,23490	0,70470
24,300	0,604835152626038	31,87500	0,23543	0,70630
24,400	0,607207059860229	32,00000	0,30265	0,90794
24,500	0,609578967094421	32,12500	0,22318	0,66954
24,600	0,611950874328613	32,25000	0,18194	0,54581
24,700	0,614322781562805	32,37500	0,16298	0,48895
24,800	0,616694688796997	32,50000	0,21233	0,63698
24,900	0,619066536426544	32,62500	0,22883	0,68649
25,000	0,621438443660736	32,75000	0,23662	0,70986
25,100	0,623810350894928	32,87500	0,29920	0,89759
25,200	0,62618225812912	33,00000	0,28909	0,86727
25,300	0,62889301776886	33,14286	0,24650	0,73951
25,400	0,6316037774086	33,28571	0,16302	0,48906
25,500	0,63431453704834	33,42857	0,18631	0,55894
25,600	0,637025237083435	33,57143	0,22605	0,67816
25,700	0,639735996723175	33,71429	0,24467	0,73400
25,800	0,642446756362915	33,85714	0,25578	0,76735
25,900	0,645157516002655	34,00000	0,38954	1,16861
26,000	0,647529423236847	34,12500	0,24600	0,73801
26,100	0,649901330471039	34,25000	0,25409	0,76228
26,200	0,652273237705231	34,37500	0,17005	0,51014
26,300	0,654645085334778	34,50000	0,20247	0,60741
26,400	0,65701699256897	34,62500	0,23149	0,69446
26,500	0,659388899803162	34,75000	0,26344	0,79031
26,600	0,661760807037354	34,87500	0,31941	0,95824
26,700	0,664132714271545	35,00000	0,37133	1,11400
26,800	0,666843473911285	35,14286	0,30466	0,91399
26,900	0,669554233551025	35,28571	0,20413	0,61239
27,000	0,672264993190765	35,42857	0,19592	0,58777
27,100	0,674975693225861	35,57143	0,22588	0,67765
27,200	0,677686452865601	35,71429	0,23606	0,70818
27,300	0,680397212505341	35,85714	0,28879	0,86636
27,400	0,683107972145081	36,00000	0,44613	1,33840
27,500	0,685479879379272	36,12500	0,29356	0,88069
27,600	0,687851786613464	36,25000	0,35152	1,05457
27,700	0,690223693847656	36,37500	0,17227	0,51681
27,800	0,692595601081848	36,50000	0,20119	0,60357
27,900	0,694967448711395	36,62500	0,25555	0,76664
28,000	0,697339355945587	36,75000	0,26012	0,78037
28,100	0,699711263179779	36,87500	0,35422	1,06265
28,200	0,702083170413971	37,00000	0,45918	1,37754
28,300	0,704793930053711	37,14286	0,35186	1,05557
28,400	0,707504630088806	37,28571	0,30138	0,90413
28,500	0,710215389728546	37,42857	0,19873	0,59618
28,600	0,712926149368286	37,57143	0,22382	0,67147
28,700	0,715636909008026	37,71429	0,26908	0,80725
28,800	0,718347609043121	37,85714	0,31021	0,93062
28,900	0,721058368682861	38,00000	0,48669	1,46008
29,000	0,723430275917053	38,12500	0,38141	1,14424
29,100	0,725802183151245	38,25000	0,42765	1,28296
29,200	0,728174090385437	38,37500	0,23133	0,69399
29,300	0,730545997619629	38,50000	0,22792	0,68375
29,400	0,732917904853821	38,62500	0,26329	0,78987
29,500	0,735289812088013	38,75000	0,28766	0,86299
29,600	0,737661719322205	38,87500	0,40170	1,20510
29,700	0,740033626556396	39,00000	0,52418	1,57255
29,800	0,742405533790588	39,12500	0,42394	1,27182
29,900	0,74477744102478	39,25000	0,42124	1,26372
30,000	0,747149348258972	39,37500	0,21420	0,64260
30,100	0,749521255493164	39,50000	0,27696	0,83089
30,200	0,751893103122711	39,62500	0,29314	0,87942
30,300	0,754265010356903	39,75000	0,30549	0,91646
30,400	0,756636917591095	39,87500	0,56127	1,68380
30,500	0,759008824825287	40,00000	0,42964	1,28890
30,600	0,761719584465027	40,14286	0,52978	1,58935
30,700	0,764430284500122	40,28571	0,33334	1,00001
30,800	0,767141044139862	40,42857	0,24974	0,74921
30,900	0,769851803779602	40,57143	0,30786	0,92359
31,000	0,772562563419342	40,71429	0,33022	0,99066
31,100	0,775273263454437	40,85714	0,40308	1,20924
31,200	0,777984023094177	41,00000	0,60576	1,81727
31,300	0,780355930328369	41,12500	0,42747	1,28241
31,400	0,782727837562561	41,25000	0,54888	1,64664
31,500	0,785099744796753	41,37500	0,29178	0,87533
31,600	0,787471652030945	41,50000	0,31677	0,95032
31,700	0,789843559265137	41,62500	0,32248	0,96744
31,800	0,792215466499329	41,75000	0,36955	1,10864
31,900	0,794587373733521	41,87500	0,55593	1,66778
32,000	0,796959280967712	42,00000	0,48560	1,45679
32,100	0,799670040607452	42,14286	0,57626	1,72879
32,200	0,802380740642548	42,28571	0,48801	1,46403
32,300	0,805091500282288	42,42857	0,29259	0,87776
32,400	0,807802259922028	42,57143	0,38669	1,16008
32,500	0,810513019561768	42,71429	0,32488	0,97463
32,600	0,813223719596863	42,85714	0,45010	1,35029
32,700	0,815934479236603	43,00000	0,64198	1,92593
32,800	0,818306386470795	43,12500	0,45387	1,36160
32,900	0,820678293704987	43,25000	0,63624	1,90873
33,000	0,823050200939178	43,37500	0,41119	1,23357
33,100	0,82542210817337	43,50000	0,36573	1,09720
33,200	0,827794015407562	43,62500	0,41615	1,24845
33,300	0,830165922641754	43,75000	0,36569	1,09707
33,400	0,832537829875946	43,87500	0,57125	1,71375
33,500	0,834909737110138	44,00000	0,56125	1,68374
33,600	0,837620496749878	44,14286	0,55951	1,67853
33,700	0,840331196784973	44,28571	0,64290	1,92869
33,800	0,843041956424713	44,42857	0,37574	1,12723
33,900	0,845752716064453	44,57143	0,47913	1,43739
34,000	0,848463475704193	44,71429	0,36790	1,10369
34,100	0,851174175739288	44,85714	0,46416	1,39247
34,200	0,853884935379028	45,00000	0,66134	1,98402
34,300	0,85625684261322	45,12500	0,49917	1,49752
34,400	0,858628749847412	45,25000	0,66513	1,99540
34,500	0,861000657081604	45,37500	0,55457	1,66370
34,600	0,863372564315796	45,50000	0,45422	1,36266
34,700	0,865744411945343	45,62500	0,45576	1,36729
34,800	0,868116319179535	45,75000	0,42781	1,28343
34,900	0,870488226413727	45,87500	0,60178	1,80533
35,000	0,872860133647919	46,00000	0,61150	1,83450
35,100	0,875232040882111	46,12500	0,55069	1,65208
35,200	0,877603948116302	46,25000	0,70418	2,11252
35,300	0,879975855350494	46,37500	0,51820	1,55459
35,400	0,882347762584686	46,50000	0,56076	1,68229
35,500	0,884719669818878	46,62500	0,41427	1,24281
35,600	0,88709157705307	46,75000	0,50301	1,50902
35,700	0,889463484287262	46,87500	0,69651	2,08953
35,800	0,891835391521454	47,00000	0,50031	1,50092
35,900	0,894546151161194	47,14286	0,70158	2,10473
36,000	0,897256851196289	47,28571	0,68876	2,06628
36,100	0,899967610836029	47,42857	0,50001	1,50003
36,200	0,902678370475769	47,57143	0,56418	1,69254
36,300	0,905389130115509	47,71429	0,43019	1,29058
36,400	0,908099830150604	47,85714	0,62237	1,86712
36,500	0,910810589790344	48,00000	0,68702	2,06105
36,600	0,913182497024536	48,12500	0,51242	1,53727
36,700	0,915554404258728	48,25000	0,73814	2,21442
36,800	0,91792631149292	48,37500	0,61641	1,84923
36,900	0,920298218727112	48,50000	0,60809	1,82428
37,000	0,922670066356659	48,62500	0,46157	1,38471
37,100	0,925041973590851	48,75000	0,57025	1,71076
37,200	0,927413880825043	48,87500	0,67791	2,03374
37,300	0,929785788059235	49,00000	0,54772	1,64315
37,400	0,932496547698975	49,14286	0,69320	2,07959
37,500	0,935207307338715	49,28571	0,70479	2,11438
37,600	0,937918066978455	49,42857	0,59916	1,79747
37,700	0,94062876701355	49,57143	0,62459	1,87378
37,800	0,94333952665329	49,71429	0,39694	1,19083
37,900	0,94605028629303	49,85714	0,69097	2,07289
38,000	0,94876104593277	50,00000	0,69017	2,07050
38,100	0,951132953166962	50,12500	0,53123	1,59368
38,200	0,953504860401154	50,25000	0,74621	2,23863
38,300	0,955876767635345	50,37500	0,67631	2,02893
38,400	0,958248615264893	50,50000	0,59651	1,78953
38,500	0,960620522499084	50,62500	0,52249	1,56746
38,600	0,962992429733276	50,75000	0,52440	1,57318
38,700	0,965364336967468	50,87500	0,71049	2,13146
38,800	0,96773624420166	51,00000	0,59292	1,77876
38,900	0,9704470038414	51,14286	0,66092	1,98277
39,000	0,97315776348114	51,28571	0,74071	2,22212
39,100	0,97586852312088	51,42857	0,60258	1,80775
39,200	0,978579223155975	51,57143	0,65845	1,97533
39,300	0,981289982795715	51,71429	0,40473	1,21419
39,400	0,984000742435455	51,85714	0,68535	2,05606
39,500	0,986711502075195	52,00000	0,70983	2,12950
39,600	0,989083409309387	52,12500	0,52243	1,56729
39,700	0,991455316543579	52,25000	0,74199	2,22597
39,800	0,993827164173126	52,37500	0,69558	2,08673
39,900	0,996199071407318	52,50000	0,61369	1,84107
40,000	0,99857097864151	52,62500	0,51422	1,54266
40,100	1,00094282627106	52,75000	0,55199	1,65599
40,200	1,00331473350525	52,87500	0,72350	2,17049
40,300	1,00568664073944	53,00000	0,64355	1,93065
40,400	1,00805854797363	53,12500	0,59536	1,78608
40,500	1,01043045520782	53,25000	0,72816	2,18449
40,600	1,01280236244202	53,37500	0,63177	1,89532
40,700	1,01517426967621	53,50000	0,66795	2,00385
40,800	1,0175461769104	53,62500	0,44060	1,32179
40,900	1,01991808414459	53,75000	0,68385	2,05156
41,000	1,02228999137878	53,87500	0,69804	2,09413
41,100	1,02466189861298	54,00000	0,53563	1,60688
41,200	1,02737259864807	54,14286	0,72319	2,16957
41,300	1,03008341789246	54,28571	0,68920	2,06761
41,400	1,03279411792755	54,42857	0,61016	1,83048
41,500	1,03550493717194	54,57143	0,57215	1,71644
41,600	1,03821563720703	54,71429	0,49705	1,49116
41,700	1,04092645645142	54,85714	0,75240	2,25719
41,800	1,04363715648651	55,00000	0,67606	2,02817
41,900	1,0460090637207	55,12500	0,53997	1,61992
42,000	1,0483809709549	55,25000	0,73601	2,20803
42,100	1,05075287818909	55,37500	0,62403	1,87210
42,200	1,05312478542328	55,50000	0,66044	1,98133
42,300	1,05549669265747	55,62500	0,46783	1,40349
42,400	1,05786859989166	55,75000	0,63795	1,91386
42,500	1,06024050712585	55,87500	0,70796	2,12389
42,600	1,06261241436005	56,00000	0,58924	1,76771
42,700	1,06532311439514	56,14286	0,66435	1,99304
42,800	1,06803393363953	56,28571	0,68628	2,05884
42,900	1,07074463367462	56,42857	0,60950	1,82851
43,000	1,07345533370972	56,57143	0,63071	1,89213
43,100	1,07616603374481	56,71429	0,43990	1,31969
43,200	1,0788768529892	56,85714	0,76207	2,28620
43,300	1,08158755302429	57,00000	0,66095	1,98284
43,400	1,08395946025848	57,12500	0,55919	1,67758
43,500	1,08633136749268	57,25000	0,70048	2,10145
43,600	1,08870327472687	57,37500	0,64134	1,92403
43,700	1,09107518196106	57,50000	0,65181	1,95543
43,800	1,09344708919525	57,62500	0,48656	1,45968
43,900	1,09581899642944	57,75000	0,57467	1,72400
44,000	1,09819090366364	57,87500	0,73863	2,21588
44,100	1,10056281089783	58,00000	0,57886	1,73658
44,200	1,10327351093292	58,14286	0,63967	1,91900
44,300	1,10598433017731	58,28571	0,68924	2,06771
44,400	1,1086950302124	58,42857	0,59283	1,77849
44,500	1,11140584945679	58,57143	0,66095	1,98285
44,600	1,11411654949188	58,71429	0,40471	1,21414
44,700	1,11682736873627	58,85714	0,70499	2,11497
44,800	1,11953806877136	59,00000	0,68164	2,04491
44,900	1,12190997600555	59,12500	0,54531	1,63592
45,000	1,12428188323975	59,25000	0,67773	2,03320
45,100	1,12665379047394	59,37500	0,64156	1,92468
45,200	1,12902569770813	59,50000	0,61527	1,84582
45,300	1,13139748573303	59,62500	0,48469	1,45408
45,400	1,13376939296722	59,75000	0,57684	1,73053
45,500	1,13614130020142	59,87500	0,70051	2,10153
45,600	1,13851320743561	60,00000	0,61587	1,84762
45,700	1,1408851146698	60,12500	0,59354	1,78061
45,800	1,14325702190399	60,25000	0,65460	1,96381
45,900	1,14562892913818	60,37500	0,59473	1,78418
46,000	1,14800083637238	60,50000	0,64728	1,94184
46,100	1,15037274360657	60,62500	0,42164	1,26491
46,200	1,15274465084076	60,75000	0,65256	1,95769
46,300	1,15511655807495	60,87500	0,67323	2,01970
46,400	1,15748846530914	61,00000	0,53059	1,59177
46,500	1,16019916534424	61,14286	0,66704	2,00111
46,600	1,16290998458862	61,28571	0,63757	1,91272
46,700	1,16562068462372	61,42857	0,57219	1,71656
46,800	1,1683315038681	61,57143	0,54709	1,64127
46,900	1,1710422039032	61,71429	0,47918	1,43755
47,000	1,17375302314758	61,85714	0,69465	2,08396
47,100	1,17646372318268	62,00000	0,64233	1,92698
47,200	1,17883563041687	62,12500	0,54513	1,63538
47,300	1,18120753765106	62,25000	0,63799	1,91396
47,400	1,18357944488525	62,37500	0,59767	1,79300
47,500	1,18595123291016	62,50000	0,63189	1,89566
47,600	1,18832314014435	62,62500	0,43670	1,31009
47,700	1,19069504737854	62,75000	0,59068	1,77203
47,800	1,19306695461273	62,87500	0,66497	1,99490
47,900	1,19543886184692	63,00000	0,57531	1,72594
48,000	1,19814956188202	63,14286	0,62575	1,87724
48,100	1,2008603811264	63,28571	0,60427	1,81281
48,200	1,2035710811615	63,42857	0,57427	1,72281
48,300	1,20628190040588	63,57143	0,58707	1,76120
48,400	1,20899260044098	63,71429	0,43400	1,30201
48,500	1,21170341968536	63,85714	0,68243	2,04729
48,600	1,21441411972046	64,00000	0,63223	1,89668
48,700	1,21678602695465	64,12500	0,54540	1,63621
48,800	1,21915793418884	64,25000	0,61608	1,84823
48,900	1,22152984142303	64,37500	0,59806	1,79417
49,000	1,22390174865723	64,50000	0,60294	1,80882
49,100	1,22627365589142	64,62500	0,45706	1,37119
49,200	1,22864556312561	64,75000	0,52510	1,57529
49,300	1,2310174703598	64,87500	0,67329	2,01988
49,400	1,23338937759399	65,00000	0,57479	1,72436
49,500	1,23610007762909	65,14285	0,59512	1,78535
49,600	1,23881089687347	65,28571	0,58960	1,76880
49,700	1,24152159690857	65,42857	0,58263	1,74788
49,800	1,24423229694366	65,57143	0,61307	1,83920
49,900	1,24694299697876	65,71429	0,38949	1,16848
50,000	1,24965381622314	65,85715	0,61188	1,83563
50,100	1,25236451625824	66,00000	0,64692	1,94076
50,200	1,25473642349243	66,12500	0,54137	1,62411
50,300	1,25710833072662	66,25000	0,60651	1,81953
50,400	1,25948023796082	66,37500	0,57277	1,71831
50,500	1,26185214519501	66,50000	0,58673	1,76019
50,600	1,2642240524292	66,62500	0,45099	1,35296
50,700	1,26659595966339	66,75000	0,54384	1,63152
50,800	1,26896786689758	66,87500	0,63269	1,89806
50,900	1,27133977413177	67,00000	0,59176	1,77529
51,000	1,27371168136597	67,12500	0,56351	1,69052
51,100	1,27608358860016	67,25000	0,57881	1,73644
51,200	1,27845549583435	67,37500	0,55728	1,67185
51,300	1,28082740306854	67,50000	0,61580	1,84739
51,400	1,28319931030273	67,62500	0,38299	1,14898
51,500	1,28557121753693	67,75000	0,58061	1,74183
