Time 	Distance	 Laps	 µ	FrictionForce
1058,807	26,4530963897705	1393,62500	0,50760	1,52281
1058,907	26,4554691314697	1393,74988	0,43782	1,31346
1059,007	26,4578418731689	1393,87488	0,34976	1,04928
1059,107	26,4602146148682	1394,00000	0,50067	1,50202
1059,207	26,4625873565674	1394,12500	0,40769	1,22306
1059,307	26,4649600982666	1394,25000	0,38550	1,15650
1059,407	26,4673328399658	1394,37500	0,46100	1,38301
1059,507	26,469705581665	1394,49988	0,48346	1,45037
1059,607	26,4720783233643	1394,62500	0,49542	1,48625
1059,707	26,4744510650635	1394,75000	0,37802	1,13407
1059,807	26,4768238067627	1394,87500	0,42241	1,26724
1059,907	26,4791965484619	1395,00000	0,46601	1,39804
1060,007	26,4819087982178	1395,14282	0,40603	1,21810
1060,107	26,484619140625	1395,28577	0,37580	1,12740
1060,207	26,4873313903809	1395,42859	0,48484	1,45453
1060,307	26,4900417327881	1395,57141	0,50682	1,52047
1060,407	26,4927539825439	1395,71423	0,46205	1,38615
1060,507	26,4954643249512	1395,85706	0,34064	1,02191
1060,607	26,498176574707	1396,00000	0,49106	1,47319
1060,707	26,5005493164063	1396,12500	0,42335	1,27004
1060,807	26,5029220581055	1396,25000	0,39937	1,19810
1060,907	26,5052947998047	1396,37500	0,43476	1,30427
1061,007	26,5076675415039	1396,49988	0,47488	1,42463
1061,107	26,5100402832031	1396,62500	0,50524	1,51573
1061,207	26,5124130249023	1396,75000	0,41086	1,23258
1061,307	26,5147857666016	1396,87500	0,37660	1,12979
1061,407	26,5171585083008	1397,00000	0,49044	1,47132
1061,507	26,5198707580566	1397,14282	0,40131	1,20394
1061,607	26,5225811004639	1397,28577	0,37639	1,12917
1061,707	26,5252933502197	1397,42859	0,48127	1,44382
1061,807	26,5280055999756	1397,57141	0,49806	1,49418
1061,907	26,5307178497314	1397,71423	0,48301	1,44903
1062,007	26,5334281921387	1397,85706	0,34548	1,03644
1062,107	26,5361404418945	1398,00000	0,47262	1,41785
1062,207	26,5385131835938	1398,12500	0,44302	1,32905
1062,307	26,540885925293	1398,25000	0,41177	1,23530
1062,407	26,5432586669922	1398,37500	0,39452	1,18355
1062,507	26,5456314086914	1398,49988	0,47981	1,43942
1062,607	26,5480041503906	1398,62500	0,51032	1,53095
1062,707	26,5503768920898	1398,75000	0,43646	1,30939
1062,807	26,5527496337891	1398,87500	0,35347	1,06040
1062,907	26,5551223754883	1399,00000	0,50134	1,50401
1063,007	26,5574951171875	1399,12500	0,40546	1,21639
1063,107	26,5598678588867	1399,25012	0,39082	1,17245
1063,207	26,5622406005859	1399,37500	0,46407	1,39220
1063,307	26,5646133422852	1399,50000	0,48280	1,44841
1063,407	26,5669860839844	1399,62500	0,49553	1,48660
1063,507	26,5693588256836	1399,74988	0,37715	1,13146
1063,607	26,5717315673828	1399,87500	0,42274	1,26822
1063,707	26,574104309082	1400,00000	0,46770	1,40309
1063,807	26,5768165588379	1400,14282	0,40868	1,22604
1063,907	26,5795269012451	1400,28564	0,37552	1,12655
1064,007	26,582239151001	1400,42847	0,48658	1,45973
1064,107	26,5849494934082	1400,57153	0,50728	1,52184
1064,207	26,5876617431641	1400,71436	0,45923	1,37769
1064,307	26,5903720855713	1400,85718	0,34153	1,02459
1064,407	26,5930843353271	1401,00000	0,49525	1,48576
1064,507	26,5954570770264	1401,12500	0,42082	1,26246
1064,607	26,5978298187256	1401,25012	0,40175	1,20526
1064,707	26,6002025604248	1401,37500	0,43168	1,29503
1064,807	26,602575302124	1401,50000	0,47537	1,42611
1064,907	26,6049480438232	1401,62500	0,50692	1,52077
1065,007	26,6073207855225	1401,74988	0,40735	1,22205
1065,107	26,6096935272217	1401,87500	0,37934	1,13801
1065,207	26,6120662689209	1402,00000	0,49220	1,47659
1065,307	26,6147785186768	1402,14282	0,40278	1,20833
1065,407	26,617488861084	1402,28564	0,37845	1,13535
1065,507	26,6202011108398	1402,42847	0,48414	1,45241
1065,607	26,6229133605957	1402,57153	0,49611	1,48834
1065,707	26,6256256103516	1402,71436	0,48321	1,44964
1065,807	26,6283359527588	1402,85718	0,34739	1,04218
1065,907	26,6310482025146	1403,00000	0,46909	1,40728
1066,007	26,6334209442139	1403,12500	0,44435	1,33304
1066,107	26,6357936859131	1403,25012	0,40986	1,22959
1066,207	26,6381664276123	1403,37500	0,39733	1,19199
1066,307	26,6405391693115	1403,50000	0,48451	1,45352
1066,407	26,6429119110107	1403,62500	0,50986	1,52957
1066,507	26,64528465271	1403,74988	0,43150	1,29451
1066,607	26,6476573944092	1403,87500	0,35574	1,06722
1066,707	26,6500301361084	1404,00000	0,49900	1,49699
1066,807	26,6524028778076	1404,12500	0,40768	1,22305
1066,907	26,6547756195068	1404,25000	0,40243	1,20730
1067,007	26,6571483612061	1404,37500	0,46110	1,38330
1067,107	26,6595191955566	1404,50012	0,48282	1,44845
1067,207	26,6618919372559	1404,62500	0,49817	1,49450
1067,307	26,6642646789551	1404,75000	0,37486	1,12459
1067,407	26,6666374206543	1404,87500	0,42528	1,27584
1067,507	26,6690101623535	1405,00000	0,47189	1,41566
1067,607	26,6717224121094	1405,14294	0,40536	1,21609
1067,707	26,6744327545166	1405,28577	0,38086	1,14257
1067,807	26,6771450042725	1405,42859	0,48995	1,46985
1067,907	26,6798572540283	1405,57141	0,50310	1,50929
1068,007	26,6825695037842	1405,71423	0,45687	1,37062
1068,107	26,6852798461914	1405,85718	0,34569	1,03706
1068,207	26,6879920959473	1406,00000	0,49480	1,48439
1068,307	26,6903648376465	1406,12500	0,42192	1,26576
1068,407	26,6927375793457	1406,25000	0,40330	1,20990
1068,507	26,6951103210449	1406,37500	0,42869	1,28606
1068,607	26,6974830627441	1406,50012	0,48199	1,44597
1068,707	26,6998558044434	1406,62500	0,51033	1,53098
1068,807	26,7022285461426	1406,75000	0,39984	1,19953
1068,907	26,7046012878418	1406,87500	0,38517	1,15552
1069,007	26,706974029541	1407,00000	0,49126	1,47378
1069,107	26,7096862792969	1407,14294	0,39935	1,19804
1069,207	26,7123966217041	1407,28577	0,38602	1,15806
1069,307	26,71510887146	1407,42859	0,47789	1,43368
1069,407	26,7178211212158	1407,57141	0,49297	1,47892
1069,507	26,7205333709717	1407,71423	0,48447	1,45340
1069,607	26,7232437133789	1407,85718	0,34463	1,03388
1069,707	26,7259559631348	1408,00000	0,47285	1,41856
1069,807	26,728328704834	1408,12500	0,44566	1,33698
1069,907	26,7307014465332	1408,25000	0,40634	1,21901
1070,007	26,7330741882324	1408,37500	0,39241	1,17724
1070,107	26,7354469299316	1408,50012	0,49058	1,47175
1070,207	26,7378196716309	1408,62500	0,50866	1,52598
1070,307	26,7401924133301	1408,75000	0,42521	1,27564
1070,407	26,7425651550293	1408,87500	0,36387	1,09159
1070,507	26,7449378967285	1409,00000	0,49736	1,49209
1070,607	26,7473106384277	1409,12512	0,40494	1,21482
1070,707	26,749683380127	1409,25012	0,39350	1,18051
1070,807	26,7520561218262	1409,37500	0,45563	1,36689
1070,907	26,7544288635254	1409,50000	0,48318	1,44955
1071,007	26,756799697876	1409,62500	0,50152	1,50455
1071,107	26,7591724395752	1409,75012	0,36965	1,10895
1071,207	26,7615451812744	1409,87500	0,43004	1,29012
1071,307	26,7639179229736	1410,00000	0,46968	1,40905
1071,407	26,7666301727295	1410,14282	0,40694	1,22082
1071,507	26,7693405151367	1410,28564	0,37377	1,12131
1071,607	26,7720527648926	1410,42871	0,49194	1,47583
1071,707	26,7747650146484	1410,57153	0,49897	1,49690
1071,807	26,7774772644043	1410,71436	0,45626	1,36878
1071,907	26,7801876068115	1410,85718	0,34826	1,04479
1072,007	26,7828998565674	1411,00000	0,49236	1,47709
1072,107	26,7852725982666	1411,12512	0,42119	1,26358
1072,207	26,7876453399658	1411,25012	0,40013	1,20038
1072,307	26,790018081665	1411,37500	0,42300	1,26899
1072,407	26,7923908233643	1411,50000	0,48441	1,45323
1072,507	26,7947635650635	1411,62500	0,51005	1,53016
1072,607	26,7971363067627	1411,75012	0,39541	1,18624
1072,707	26,7995090484619	1411,87500	0,39171	1,17513
1072,807	26,8018817901611	1412,00000	0,49137	1,47412
1072,907	26,804594039917	1412,14282	0,40114	1,20343
1073,007	26,8073043823242	1412,28564	0,38344	1,15032
1073,107	26,8100166320801	1412,42871	0,47735	1,43206
1073,207	26,8127288818359	1412,57153	0,49063	1,47189
1073,307	26,8154411315918	1412,71436	0,48652	1,45956
1073,407	26,818151473999	1412,85718	0,34620	1,03860
1073,507	26,8208637237549	1413,00000	0,47346	1,42039
1073,607	26,8232364654541	1413,12512	0,44565	1,33695
1073,707	26,8256092071533	1413,25012	0,40417	1,21250
1073,807	26,8279819488525	1413,37500	0,39386	1,18158
1073,907	26,8303527832031	1413,50000	0,48949	1,46847
1074,007	26,8327255249023	1413,62500	0,50803	1,52408
1074,107	26,8350982666016	1413,75012	0,42330	1,26989
1074,207	26,8374710083008	1413,87500	0,37120	1,11361
1074,307	26,83984375	1414,00000	0,49361	1,48083
1074,407	26,8422164916992	1414,12500	0,40778	1,22335
1074,507	26,8445892333984	1414,24988	0,39254	1,17762
1074,607	26,8469619750977	1414,37500	0,45448	1,36343
1074,707	26,8493347167969	1414,50000	0,48335	1,45005
1074,807	26,8517074584961	1414,62500	0,50365	1,51096
1074,907	26,8540802001953	1414,74988	0,36492	1,09475
1075,007	26,8564529418945	1414,87488	0,43607	1,30820
1075,107	26,8588256835938	1415,00000	0,47040	1,41119
1075,207	26,8615379333496	1415,14282	0,40664	1,21992
1075,307	26,8642482757568	1415,28564	0,37693	1,13079
1075,407	26,8669605255127	1415,42847	0,49325	1,47976
1075,507	26,8696727752686	1415,57129	0,49722	1,49167
1075,607	26,8723850250244	1415,71436	0,45556	1,36669
1075,707	26,8750953674316	1415,85718	0,35109	1,05328
1075,807	26,8778076171875	1416,00000	0,49173	1,47519
1075,907	26,8801803588867	1416,12500	0,42536	1,27608
1076,007	26,8825531005859	1416,24988	0,40158	1,20474
1076,107	26,8849258422852	1416,37500	0,42236	1,26708
1076,207	26,8872985839844	1416,50000	0,48927	1,46781
1076,307	26,8896713256836	1416,62500	0,51195	1,53585
1076,407	26,8920440673828	1416,74988	0,39054	1,17161
1076,507	26,894416809082	1416,87488	0,40033	1,20098
1076,607	26,8967895507813	1417,00000	0,48682	1,46047
1076,707	26,8995018005371	1417,14282	0,40027	1,20082
1076,807	26,9022121429443	1417,28564	0,38849	1,16547
1076,907	26,9049243927002	1417,42847	0,48027	1,44081
1077,007	26,9076366424561	1417,57129	0,48751	1,46255
1077,107	26,9103488922119	1417,71436	0,48927	1,46781
1077,207	26,9130592346191	1417,85718	0,34325	1,02975
1077,307	26,915771484375	1418,00000	0,47233	1,41698
1077,407	26,9181442260742	1418,12500	0,45049	1,35147
1077,507	26,9205169677734	1418,24988	0,39912	1,19735
1077,607	26,9228897094727	1418,37500	0,39722	1,19165
1077,707	26,9252624511719	1418,50000	0,49397	1,48191
1077,807	26,9276332855225	1418,62500	0,50866	1,52597
1077,907	26,9300060272217	1418,74988	0,41714	1,25142
1078,007	26,9323787689209	1418,87488	0,37571	1,12712
1078,107	26,9347515106201	1419,00000	0,49173	1,47518
1078,207	26,9371242523193	1419,12500	0,40695	1,22086
1078,307	26,9394969940186	1419,25000	0,39399	1,18198
1078,407	26,9418697357178	1419,37500	0,45378	1,36133
1078,507	26,944242477417	1419,49988	0,48521	1,45562
1078,607	26,9466152191162	1419,62500	0,50537	1,51612
1078,707	26,9489879608154	1419,75000	0,36219	1,08657
1078,807	26,9513607025146	1419,87500	0,43721	1,31164
1078,907	26,9537334442139	1420,00000	0,46924	1,40770
1079,007	26,9564456939697	1420,14282	0,40504	1,21512
1079,107	26,959156036377	1420,28577	0,37836	1,13507
1079,207	26,9618682861328	1420,42859	0,49441	1,48324
1079,307	26,9645805358887	1420,57141	0,49570	1,48709
1079,407	26,9672927856445	1420,71423	0,45370	1,36109
1079,507	26,9700031280518	1420,85706	0,35590	1,06771
1079,607	26,9727153778076	1421,00000	0,48944	1,46832
1079,707	26,9750881195068	1421,12500	0,42508	1,27524
1079,807	26,9774608612061	1421,25000	0,39959	1,19877
1079,907	26,9798336029053	1421,37500	0,42416	1,27247
1080,007	26,9822063446045	1421,49988	0,49110	1,47330
1080,107	26,9845790863037	1421,62500	0,51451	1,54353
1080,207	26,9869518280029	1421,75000	0,38771	1,16313
1080,307	26,9893245697021	1421,87500	0,40387	1,21160
1080,407	26,9916973114014	1422,00000	0,48392	1,45176
1080,507	26,9944095611572	1422,14282	0,40014	1,20041
1080,607	26,9971199035645	1422,28577	0,38987	1,16962
1080,707	26,9998321533203	1422,42859	0,48157	1,44470
1080,807	27,0025424957275	1422,57141	0,48840	1,46519
1080,907	27,0052547454834	1422,71423	0,48788	1,46364
1081,007	27,0079650878906	1422,85706	0,34659	1,03978
1081,107	27,0106773376465	1423,00000	0,47539	1,42616
1081,207	27,0130500793457	1423,12500	0,45176	1,35528
1081,307	27,0154228210449	1423,25000	0,39581	1,18743
1081,407	27,0177955627441	1423,37500	0,40265	1,20794
1081,507	27,0201683044434	1423,49988	0,49859	1,49578
1081,607	27,0225410461426	1423,62500	0,50556	1,51667
1081,707	27,0249137878418	1423,75000	0,41881	1,25643
1081,807	27,027286529541	1423,87500	0,38126	1,14377
1081,907	27,0296592712402	1424,00000	0,48908	1,46724
1082,007	27,0320320129395	1424,12500	0,40895	1,22684
1082,107	27,0344047546387	1424,25012	0,39388	1,18163
1082,207	27,0367774963379	1424,37500	0,45738	1,37214
1082,307	27,0391502380371	1424,50000	0,48827	1,46481
1082,407	27,0415229797363	1424,62500	0,50724	1,52173
1082,507	27,0438957214355	1424,74988	0,35869	1,07606
1082,607	27,0462684631348	1424,87500	0,44548	1,33643
1082,707	27,048641204834	1425,00000	0,47056	1,41167
1082,807	27,0513534545898	1425,14282	0,40467	1,21401
1082,907	27,0540637969971	1425,28564	0,38390	1,15169
1083,007	27,0567760467529	1425,42847	0,49697	1,49092
1083,107	27,0594882965088	1425,57153	0,49505	1,48514
1083,207	27,0622005462646	1425,71436	0,45594	1,36782
1083,307	27,0649108886719	1425,85718	0,35834	1,07501
1083,407	27,0676231384277	1426,00000	0,48778	1,46334
1083,507	27,069995880127	1426,12500	0,42511	1,27532
1083,607	27,0723686218262	1426,25012	0,39789	1,19366
1083,707	27,0747413635254	1426,37500	0,42945	1,28834
1083,807	27,0771141052246	1426,50000	0,49586	1,48757
1083,907	27,0794849395752	1426,62500	0,51307	1,53922
1084,007	27,0818576812744	1426,74988	0,38315	1,14945
1084,107	27,0842304229736	1426,87500	0,41084	1,23253
1084,207	27,0866031646729	1427,00000	0,48389	1,45166
1084,307	27,0893154144287	1427,14282	0,39949	1,19847
1084,407	27,0920257568359	1427,28564	0,39283	1,17849
1084,507	27,0947380065918	1427,42847	0,48380	1,45139
1084,607	27,0974502563477	1427,57153	0,49211	1,47634
1084,707	27,1001625061035	1427,71436	0,48850	1,46551
1084,807	27,1028728485107	1427,85718	0,34310	1,02930
1084,907	27,1055850982666	1428,00000	0,47706	1,43118
1085,007	27,1079578399658	1428,12500	0,44984	1,34951
1085,107	27,110330581665	1428,25012	0,39281	1,17842
1085,207	27,1127033233643	1428,37500	0,40991	1,22973
1085,307	27,1150760650635	1428,50000	0,49854	1,49562
1085,407	27,1174488067627	1428,62500	0,50339	1,51017
1085,507	27,1198215484619	1428,74988	0,41809	1,25428
1085,607	27,1221942901611	1428,87500	0,38271	1,14813
1085,707	27,1245670318604	1429,00000	0,48797	1,46393
1085,807	27,1269397735596	1429,12500	0,40792	1,22376
1085,907	27,1293125152588	1429,25000	0,39088	1,17263
1086,007	27,131685256958	1429,37500	0,46121	1,38363
1086,107	27,1340579986572	1429,50012	0,49333	1,47998
1086,207	27,1364307403564	1429,62500	0,50682	1,52045
1086,307	27,1388034820557	1429,75000	0,35274	1,05822
1086,407	27,1411762237549	1429,87500	0,44951	1,34852
1086,507	27,1435489654541	1430,00000	0,46568	1,39705
1086,607	27,14626121521	1430,14294	0,40575	1,21726
1086,707	27,1489715576172	1430,28577	0,38856	1,16569
1086,807	27,151683807373	1430,42859	0,49390	1,48171
1086,907	27,1543960571289	1430,57141	0,49590	1,48771
1087,007	27,1571083068848	1430,71423	0,45725	1,37174
1087,107	27,159818649292	1430,85718	0,35355	1,06066
1087,207	27,1625308990479	1431,00000	0,48974	1,46923
1087,307	27,1649036407471	1431,12500	0,42488	1,27464
1087,407	27,1672763824463	1431,25000	0,39374	1,18121
1087,507	27,1696491241455	1431,37500	0,43576	1,30727
1087,607	27,1720199584961	1431,50012	0,49781	1,49343
1087,707	27,1743927001953	1431,62500	0,51029	1,53088
1087,807	27,1767654418945	1431,75000	0,38204	1,14613
1087,907	27,1791381835938	1431,87500	0,41632	1,24895
1088,007	27,181510925293	1432,00000	0,47848	1,43545
1088,107	27,1842231750488	1432,14294	0,40314	1,20942
1088,207	27,1869335174561	1432,28577	0,39272	1,17815
1088,307	27,1896457672119	1432,42859	0,48154	1,44462
1088,407	27,1923580169678	1432,57141	0,49432	1,48296
1088,507	27,1950702667236	1432,71423	0,48713	1,46139
1088,607	27,1977806091309	1432,85718	0,34121	1,02364
1088,707	27,2004928588867	1433,00000	0,48017	1,44050
1088,807	27,2028656005859	1433,12500	0,44793	1,34379
1088,907	27,2052383422852	1433,25000	0,38825	1,16476
1089,007	27,2076110839844	1433,37500	0,41733	1,25200
1089,107	27,2099838256836	1433,50012	0,49855	1,49565
1089,207	27,2123565673828	1433,62500	0,50229	1,50686
1089,307	27,214729309082	1433,75000	0,41942	1,25827
1089,407	27,2171020507813	1433,87500	0,38258	1,14773
1089,507	27,2194747924805	1434,00000	0,48783	1,46349
1089,607	27,2218475341797	1434,12512	0,41042	1,23126
1089,707	27,2242202758789	1434,25012	0,39043	1,17130
1089,807	27,2265930175781	1434,37500	0,46465	1,39395
1089,907	27,2289657592773	1434,50000	0,49882	1,49646
1090,007	27,2313385009766	1434,62500	0,50329	1,50987
1090,107	27,2337112426758	1434,75012	0,35132	1,05397
1090,207	27,236083984375	1434,87500	0,45521	1,36562
1090,307	27,2384567260742	1435,00000	0,46249	1,38746
1090,407	27,2411689758301	1435,14282	0,40351	1,21053
1090,507	27,2438793182373	1435,28564	0,39252	1,17755
1090,607	27,2465915679932	1435,42871	0,49465	1,48394
1090,707	27,2493019104004	1435,57153	0,49434	1,48301
1090,807	27,2520141601563	1435,71436	0,45670	1,37010
1090,907	27,2547245025635	1435,85718	0,35433	1,06297
1091,007	27,2574367523193	1436,00000	0,49091	1,47272
1091,107	27,2598094940186	1436,12512	0,42437	1,27311
1091,207	27,2621822357178	1436,25012	0,39046	1,17138
1091,307	27,264554977417	1436,37500	0,43528	1,30585
1091,407	27,2669277191162	1436,50000	0,50240	1,50722
1091,507	27,2693004608154	1436,62500	0,50733	1,52200
1091,607	27,2716732025146	1436,75012	0,37906	1,13719
1091,707	27,2740459442139	1436,87500	0,41762	1,25286
1091,807	27,2764186859131	1437,00000	0,47688	1,43065
1091,907	27,2791309356689	1437,14282	0,39932	1,19795
1092,007	27,2818412780762	1437,28564	0,39310	1,17931
1092,107	27,284553527832	1437,42871	0,48057	1,44172
1092,207	27,2872657775879	1437,57153	0,49807	1,49422
1092,307	27,2899780273438	1437,71436	0,48762	1,46286
1092,407	27,292688369751	1437,85718	0,33593	1,00780
1092,507	27,2954006195068	1438,00000	0,48504	1,45511
1092,607	27,2977733612061	1438,12512	0,44396	1,33187
1092,707	27,3001461029053	1438,25012	0,38761	1,16282
1092,807	27,3025188446045	1438,37500	0,41835	1,25503
1092,907	27,3048915863037	1438,50000	0,49990	1,49971
1093,007	27,3072643280029	1438,62500	0,49983	1,49949
1093,107	27,3096370697021	1438,75012	0,41841	1,25522
1093,207	27,3120098114014	1438,87500	0,38448	1,15344
1093,307	27,3143825531006	1439,00000	0,48772	1,46316
1093,407	27,3167552947998	1439,12500	0,40715	1,22145
1093,507	27,319128036499	1439,24988	0,38625	1,15875
1093,607	27,3215007781982	1439,37500	0,46294	1,38882
1093,707	27,3238735198975	1439,50000	0,50057	1,50170
1093,807	27,3262462615967	1439,62500	0,50185	1,50556
1093,907	27,3286190032959	1439,74988	0,34938	1,04813
1094,007	27,3309917449951	1439,87488	0,46092	1,38275
1094,107	27,3333644866943	1440,00000	0,45669	1,37007
1094,207	27,3360767364502	1440,14282	0,40552	1,21655
1094,307	27,3387870788574	1440,28564	0,39201	1,17604
1094,407	27,3414993286133	1440,42847	0,48829	1,46487
1094,507	27,3442096710205	1440,57129	0,49775	1,49324
1094,607	27,3469219207764	1440,71436	0,45651	1,36953
1094,707	27,3496322631836	1440,85718	0,35050	1,05149
1094,807	27,3523445129395	1441,00000	0,49619	1,48857
1094,907	27,3547172546387	1441,12500	0,42331	1,26992
1095,007	27,3570899963379	1441,24988	0,38755	1,16264
1095,107	27,3594627380371	1441,37500	0,43978	1,31935
1095,207	27,3618354797363	1441,50000	0,49964	1,49893
1095,307	27,3642082214355	1441,62500	0,50489	1,51468
1095,407	27,3665809631348	1441,74988	0,38084	1,14253
1095,507	27,368953704834	1441,87488	0,41967	1,25901
1095,607	27,3713264465332	1442,00000	0,47314	1,41943
1095,707	27,3740386962891	1442,14282	0,40333	1,20999
1095,807	27,3767490386963	1442,28564	0,39101	1,17303
1095,907	27,3794612884521	1442,42847	0,47787	1,43361
1096,007	27,382173538208	1442,57129	0,49931	1,49793
1096,107	27,3848857879639	1442,71436	0,48434	1,45302
1096,207	27,3875961303711	1442,85718	0,33624	1,00872
1096,307	27,390308380127	1443,00000	0,49133	1,47400
1096,407	27,3926811218262	1443,12500	0,44284	1,32853
1096,507	27,3950538635254	1443,24988	0,38595	1,15786
1096,607	27,3974266052246	1443,37500	0,42327	1,26982
1096,707	27,3997993469238	1443,50000	0,49458	1,48375
1096,807	27,402172088623	1443,62500	0,50135	1,50406
1096,907	27,4045448303223	1443,74988	0,41984	1,25953
1097,007	27,4069175720215	1443,87488	0,38559	1,15675
1097,107	27,4092903137207	1444,00000	0,49013	1,47040
1097,207	27,4116630554199	1444,12500	0,40831	1,22494
1097,307	27,4140357971191	1444,25000	0,38155	1,14464
1097,407	27,4164085388184	1444,37500	0,46871	1,40612
1097,507	27,4187812805176	1444,49988	0,50145	1,50434
1097,607	27,4211521148682	1444,62500	0,49932	1,49796
1097,707	27,4235248565674	1444,75000	0,34756	1,04268
1097,807	27,4258975982666	1444,87500	0,46774	1,40322
1097,907	27,4282703399658	1445,00000	0,45731	1,37192
1098,007	27,4309825897217	1445,14282	0,40789	1,22368
1098,107	27,4336929321289	1445,28577	0,39271	1,17812
1098,207	27,4364051818848	1445,42859	0,48916	1,46748
1098,307	27,4391174316406	1445,57141	0,50008	1,50025
1098,407	27,4418296813965	1445,71423	0,45657	1,36972
1098,507	27,4445400238037	1445,85706	0,35171	1,05512
1098,607	27,4472522735596	1446,00000	0,49870	1,49611
1098,707	27,4496250152588	1446,12500	0,42158	1,26473
1098,807	27,451997756958	1446,25000	0,38406	1,15217
1098,907	27,4543704986572	1446,37500	0,44579	1,33737
1099,007	27,4567432403564	1446,49988	0,50114	1,50343
1099,107	27,4591159820557	1446,62500	0,50465	1,51396
1099,207	27,4614887237549	1446,75000	0,38115	1,14346
1099,307	27,4638614654541	1446,87500	0,42511	1,27534
1099,407	27,4662342071533	1447,00000	0,47286	1,41857
1099,507	27,4689464569092	1447,14282	0,40412	1,21236
1099,607	27,4716567993164	1447,28577	0,38822	1,16467
1099,707	27,4743690490723	1447,42859	0,48259	1,44777
1099,807	27,4770812988281	1447,57141	0,50409	1,51226
1099,907	27,479793548584	1447,71423	0,48373	1,45120
1100,007	27,4825038909912	1447,85706	0,33682	1,01046
1100,107	27,4852161407471	1448,00000	0,49047	1,47142
1100,207	27,4875888824463	1448,12500	0,43920	1,31759
1100,307	27,4899616241455	1448,25000	0,38679	1,16036
1100,407	27,4923343658447	1448,37500	0,42778	1,28334
1100,507	27,4947071075439	1448,49988	0,49315	1,47945
1100,607	27,4970798492432	1448,62500	0,50252	1,50756
1100,707	27,4994525909424	1448,75000	0,42200	1,26600
1100,807	27,5018253326416	1448,87500	0,38728	1,16184
1100,907	27,5041980743408	1449,00000	0,48658	1,45973
1101,007	27,50657081604	1449,12500	0,40783	1,22350
1101,107	27,5089435577393	1449,25012	0,37964	1,13892
1101,207	27,5113162994385	1449,37500	0,47298	1,41895
1101,307	27,5136871337891	1449,50000	0,50235	1,50706
1101,407	27,5160598754883	1449,62500	0,49644	1,48933
1101,507	27,5184326171875	1449,74988	0,34577	1,03732
1101,607	27,5208053588867	1449,87500	0,47112	1,41337
1101,707	27,5231781005859	1450,00000	0,45439	1,36318
1101,807	27,5258903503418	1450,14282	0,40843	1,22529
1101,907	27,528600692749	1450,28564	0,39249	1,17746
1102,007	27,5313129425049	1450,42847	0,48772	1,46316
1102,107	27,5340251922607	1450,57153	0,50248	1,50743
1102,207	27,5367374420166	1450,71436	0,45570	1,36710
1102,307	27,5394477844238	1450,85718	0,35195	1,05585
1102,407	27,5421600341797	1451,00000	0,49929	1,49788
1102,507	27,5445327758789	1451,12500	0,41913	1,25740
1102,607	27,5469055175781	1451,25012	0,38326	1,14979
1102,707	27,5492782592773	1451,37500	0,44980	1,34941
1102,807	27,5516510009766	1451,50000	0,50170	1,50510
1102,907	27,5540237426758	1451,62500	0,50133	1,50399
1103,007	27,556396484375	1451,74988	0,38333	1,14999
1103,107	27,5587692260742	1451,87500	0,42424	1,27271
1103,207	27,5611419677734	1452,00000	0,46978	1,40933
1103,307	27,5638542175293	1452,14282	0,40523	1,21569
1103,407	27,5665645599365	1452,28564	0,38736	1,16207
1103,507	27,5692768096924	1452,42847	0,48232	1,44697
1103,607	27,5719890594482	1452,57153	0,50329	1,50988
1103,707	27,5747013092041	1452,71436	0,48192	1,44574
1103,807	27,5774116516113	1452,85718	0,33309	0,99925
1103,907	27,5801239013672	1453,00000	0,49535	1,48604
1104,007	27,5824966430664	1453,12500	0,43680	1,31040
1104,107	27,5848693847656	1453,25012	0,38722	1,16167
1104,207	27,5872421264648	1453,37500	0,42822	1,28465
1104,307	27,5896148681641	1453,50000	0,48974	1,46921
1104,407	27,5919857025146	1453,62500	0,50187	1,50560
1104,507	27,5943584442139	1453,74988	0,41944	1,25834
1104,607	27,5967311859131	1453,87500	0,38447	1,15340
1104,707	27,5991039276123	1454,00000	0,48643	1,45929
1104,807	27,6014766693115	1454,12500	0,40637	1,21911
1104,907	27,6038494110107	1454,25000	0,37682	1,13046
1105,007	27,60622215271	1454,37500	0,47347	1,42040
1105,107	27,6085948944092	1454,50012	0,50031	1,50092
1105,207	27,6109676361084	1454,62500	0,49666	1,48999
1105,307	27,6133403778076	1454,75000	0,34551	1,03654
1105,407	27,6157131195068	1454,87500	0,46946	1,40837
1105,507	27,6180858612061	1455,00000	0,45194	1,35582
1105,607	27,6207981109619	1455,14294	0,40747	1,22241
1105,707	27,6235084533691	1455,28577	0,39305	1,17915
1105,807	27,626220703125	1455,42859	0,48681	1,46043
1105,907	27,6289329528809	1455,57141	0,50139	1,50417
1106,007	27,6316452026367	1455,71423	0,45330	1,35991
1106,107	27,6343555450439	1455,85718	0,35348	1,06043
1106,207	27,6370677947998	1456,00000	0,50061	1,50184
1106,307	27,639440536499	1456,12500	0,41813	1,25440
1106,407	27,6418132781982	1456,25000	0,38223	1,14668
1106,507	27,6441860198975	1456,37500	0,45161	1,35482
1106,607	27,6465587615967	1456,50012	0,49492	1,48477
1106,707	27,6489315032959	1456,62500	0,50364	1,51091
1106,807	27,6513042449951	1456,75000	0,38330	1,14990
1106,907	27,6536769866943	1456,87500	0,42565	1,27695
1107,007	27,6560497283936	1457,00000	0,47242	1,41726
