Time 	Distance	 Laps	 µ	FrictionForce
19,600	0,488095790147781	25,71429	0,16437	0,49310
19,700	0,490807414054871	25,85715	0,15282	0,45845
19,800	0,493519067764282	26,00000	0,12307	0,36922
19,900	0,495891749858856	26,12500	0,17865	0,53596
20,000	0,49826443195343	26,25000	0,46678	1,40035
20,100	0,500637114048004	26,37500	0,28769	0,86306
20,200	0,503009796142578	26,50000	0,21860	0,65580
20,300	0,505382537841797	26,62500	0,21528	0,64585
20,400	0,507755219936371	26,75000	0,14386	0,43158
20,500	0,510127902030945	26,87500	0,14273	0,42818
20,600	0,512500584125519	27,00000	0,13567	0,40700
20,700	0,51521223783493	27,14286	0,34049	1,02148
20,800	0,517923831939697	27,28571	0,42020	1,26061
20,900	0,520635485649109	27,42857	0,26904	0,80711
21,000	0,523347139358521	27,57143	0,19128	0,57384
21,100	0,526058793067932	27,71429	0,19085	0,57256
21,200	0,528770387172699	27,85715	0,16871	0,50612
21,300	0,531482040882111	28,00000	0,13308	0,39924
21,400	0,533854722976685	28,12500	0,13758	0,41273
21,500	0,536227405071259	28,25000	0,50129	1,50387
21,600	0,538600087165833	28,37500	0,35236	1,05709
21,700	0,540972828865051	28,50000	0,25134	0,75402
21,800	0,543345510959625	28,62500	0,22305	0,66916
21,900	0,545718193054199	28,75000	0,16308	0,48923
22,000	0,548090875148773	28,87500	0,17243	0,51728
22,100	0,550463557243347	29,00000	0,14185	0,42556
22,200	0,552836239337921	29,12500	0,27965	0,83894
22,300	0,555208921432495	29,25000	0,52390	1,57170
22,400	0,557581603527069	29,37500	0,30007	0,90022
22,500	0,559954285621643	29,50000	0,20723	0,62169
22,600	0,562327027320862	29,62500	0,23803	0,71408
22,700	0,564699709415436	29,75000	0,16978	0,50933
22,800	0,56707239151001	29,87500	0,15644	0,46931
22,900	0,569445073604584	30,00000	0,14328	0,42985
23,000	0,572156727313995	30,14286	0,51507	1,54522
23,100	0,574868381023407	30,28572	0,39750	1,19251
23,200	0,577580034732819	30,42857	0,29273	0,87820
23,300	0,580291628837585	30,57143	0,23159	0,69478
23,400	0,583003282546997	30,71428	0,20029	0,60087
23,500	0,585714936256409	30,85714	0,20440	0,61321
23,600	0,58842658996582	31,00000	0,15736	0,47208
23,700	0,590799272060394	31,12500	0,19531	0,58593
23,800	0,593171954154968	31,25000	0,58896	1,76687
23,900	0,595544636249542	31,37500	0,37694	1,13082
24,000	0,597917318344116	31,50000	0,24506	0,73520
24,100	0,600290060043335	31,62500	0,27992	0,83975
24,200	0,602662742137909	31,75000	0,19522	0,58566
24,300	0,605035424232483	31,87500	0,20810	0,62430
24,400	0,607408106327057	32,00000	0,14581	0,43744
24,500	0,610119760036469	32,14286	0,44624	1,33872
24,600	0,612831354141235	32,28571	0,50261	1,50784
24,700	0,615543007850647	32,42857	0,31060	0,93180
24,800	0,618254661560059	32,57143	0,25880	0,77640
24,900	0,62096631526947	32,71429	0,28926	0,86777
25,000	0,623677909374237	32,85714	0,20876	0,62628
25,100	0,626389563083649	33,00000	0,21884	0,65653
25,200	0,628762245178223	33,12500	0,13934	0,41803
25,300	0,631134927272797	33,25000	0,59865	1,79596
25,400	0,633507609367371	33,37500	0,47217	1,41650
25,500	0,635880351066589	33,50000	0,29259	0,87778
25,600	0,638253033161163	33,62500	0,27220	0,81660
25,700	0,640625715255737	33,75000	0,28208	0,84624
25,800	0,642998397350311	33,87500	0,30014	0,90042
25,900	0,645371079444885	34,00000	0,13617	0,40849
26,000	0,647743761539459	34,12500	0,36626	1,09879
26,100	0,650116443634033	34,25000	0,58517	1,75551
26,200	0,652489125728607	34,37500	0,34801	1,04403
26,300	0,654861807823181	34,50000	0,29257	0,87772
26,400	0,6572345495224	34,62500	0,40438	1,21315
26,500	0,659607231616974	34,75000	0,21531	0,64593
26,600	0,661979913711548	34,87500	0,29611	0,88832
26,700	0,664352595806122	35,00000	0,19828	0,59483
26,800	0,667064249515533	35,14286	0,53716	1,61147
26,900	0,669775903224945	35,28571	0,48291	1,44874
27,000	0,672487556934357	35,42857	0,36177	1,08531
27,100	0,675199151039124	35,57143	0,26904	0,80712
27,200	0,677910804748535	35,71429	0,36762	1,10286
27,300	0,680622458457947	35,85714	0,39343	1,18029
27,400	0,683334112167358	36,00000	0,17106	0,51317
27,500	0,685706794261932	36,12500	0,23113	0,69340
27,600	0,688079476356506	36,25000	0,63621	1,90862
27,700	0,69045215845108	36,37500	0,44396	1,33188
27,800	0,692824840545654	36,50000	0,31180	0,93539
27,900	0,695197522640228	36,62500	0,46939	1,40818
28,000	0,697570204734802	36,75000	0,28780	0,86341
28,100	0,699942886829376	36,87500	0,34210	1,02631
28,200	0,70231556892395	37,00000	0,22588	0,67763
28,300	0,705027222633362	37,14286	0,41461	1,24384
28,400	0,707738876342773	37,28571	0,52818	1,58454
28,500	0,710450530052185	37,42857	0,39956	1,19867
28,600	0,713162124156952	37,57143	0,28329	0,84988
28,700	0,715873777866364	37,71429	0,47121	1,41363
28,800	0,718585431575775	37,85714	0,43389	1,30168
28,900	0,721297085285187	38,00000	0,23985	0,71955
29,000	0,723669767379761	38,12500	0,17226	0,51679
29,100	0,726042449474335	38,25000	0,60878	1,82633
29,200	0,728415131568909	38,37500	0,47877	1,43630
29,300	0,730787873268127	38,50000	0,32650	0,97951
29,400	0,733160555362701	38,62500	0,46085	1,38256
29,500	0,735533237457275	38,75000	0,44376	1,33127
29,600	0,737905919551849	38,87500	0,43020	1,29060
29,700	0,740278601646423	39,00000	0,25068	0,75203
29,800	0,742651283740997	39,12500	0,29219	0,87657
29,900	0,745023965835571	39,25000	0,55425	1,66274
30,000	0,747396647930145	39,37500	0,46224	1,38673
30,100	0,749769330024719	39,50000	0,33117	0,99351
30,200	0,752142071723938	39,62500	0,51021	1,53064
30,300	0,754514753818512	39,75000	0,53037	1,59111
30,400	0,756887435913086	39,87500	0,34520	1,03560
30,500	0,75926011800766	40,00000	0,17884	0,53653
30,600	0,761971771717072	40,14286	0,58775	1,76326
30,700	0,764683365821838	40,28571	0,44666	1,33998
30,800	0,76739501953125	40,42857	0,35045	1,05135
30,900	0,770106673240662	40,57143	0,48802	1,46407
31,000	0,772818326950073	40,71429	0,58553	1,75659
31,100	0,77552992105484	40,85714	0,47655	1,42966
31,200	0,778241574764252	41,00000	0,32075	0,96224
31,300	0,780614256858826	41,12500	0,23840	0,71521
31,400	0,7829869389534	41,25000	0,51050	1,53151
31,500	0,785359621047974	41,37500	0,54899	1,64696
31,600	0,787732362747192	41,50000	0,39657	1,18970
31,700	0,790105044841766	41,62500	0,51451	1,54353
31,800	0,79247772693634	41,75000	0,59627	1,78881
31,900	0,794850409030914	41,87500	0,46983	1,40950
32,000	0,797223091125488	42,00000	0,18157	0,54471
32,100	0,7999347448349	42,14286	0,48131	1,44392
32,200	0,802646398544312	42,28571	0,48760	1,46279
32,300	0,805358052253723	42,42857	0,40899	1,22696
32,400	0,80806964635849	42,57143	0,48736	1,46208
32,500	0,810781300067902	42,71429	0,64501	1,93504
32,600	0,813492953777313	42,85714	0,52623	1,57868
32,700	0,816204607486725	43,00000	0,35068	1,05205
32,800	0,818577289581299	43,12500	0,27188	0,81564
32,900	0,820949971675873	43,25000	0,48998	1,46994
33,000	0,823322653770447	43,37500	0,53953	1,61860
33,100	0,825695395469666	43,50000	0,42397	1,27191
33,200	0,82806807756424	43,62500	0,52205	1,56614
33,300	0,830440759658813	43,75000	0,61555	1,84664
33,400	0,832813441753387	43,87500	0,56387	1,69161
33,500	0,835186123847961	44,00000	0,22272	0,66817
33,600	0,837558805942535	44,12500	0,38915	1,16746
33,700	0,839931488037109	44,25000	0,50159	1,50478
33,800	0,842304170131683	44,37500	0,45753	1,37260
33,900	0,844676852226257	44,50000	0,50383	1,51149
34,000	0,847049593925476	44,62500	0,61951	1,85853
34,100	0,84942227602005	44,75000	0,59781	1,79342
34,200	0,851794958114624	44,87500	0,40792	1,22376
34,300	0,854167640209198	45,00000	0,28339	0,85017
34,400	0,85687929391861	45,14286	0,51940	1,55819
34,500	0,859590888023376	45,28571	0,46961	1,40884
34,600	0,862302541732788	45,42857	0,43508	1,30524
34,700	0,8650141954422	45,57143	0,53874	1,61621
34,800	0,867725849151611	45,71429	0,63441	1,90322
34,900	0,870437443256378	45,85714	0,59404	1,78211
35,000	0,87314909696579	46,00000	0,28566	0,85699
35,100	0,875521779060364	46,12500	0,35475	1,06425
35,200	0,877894461154938	46,25000	0,49371	1,48114
35,300	0,880267143249512	46,37500	0,50288	1,50864
35,400	0,88263988494873	46,50000	0,51074	1,53222
35,500	0,885012567043304	46,62500	0,59891	1,79673
35,600	0,887385249137878	46,75000	0,63581	1,90742
35,700	0,889757931232452	46,87500	0,44573	1,33720
35,800	0,892130613327026	47,00000	0,31019	0,93058
35,900	0,894842267036438	47,14286	0,46925	1,40774
36,000	0,89755392074585	47,28571	0,45570	1,36711
36,100	0,900265574455261	47,42857	0,46129	1,38386
36,200	0,902977168560028	47,57143	0,56829	1,70487
36,300	0,90568882226944	47,71429	0,62679	1,88037
36,400	0,908400475978851	47,85714	0,60857	1,82571
36,500	0,911112129688263	48,00000	0,36090	1,08269
36,600	0,913484811782837	48,12500	0,34799	1,04397
36,700	0,915857493877411	48,25000	0,50734	1,52203
36,800	0,918230175971985	48,37500	0,53312	1,59936
36,900	0,920602917671204	48,50000	0,44239	1,32717
37,000	0,922975599765778	48,62500	0,59172	1,77515
37,100	0,925348281860352	48,75000	0,65778	1,97333
37,200	0,927720963954926	48,87500	0,49349	1,48048
37,300	0,9300936460495	49,00000	0,34894	1,04683
37,400	0,932466328144073	49,12500	0,45056	1,35169
37,500	0,934839010238647	49,25000	0,44886	1,34658
37,600	0,937211692333221	49,37500	0,50525	1,51574
37,700	0,939584374427795	49,50000	0,56604	1,69812
37,800	0,941957056522369	49,62500	0,59610	1,78830
37,900	0,944329738616943	49,75000	0,62735	1,88204
38,000	0,946702420711517	49,87500	0,41167	1,23501
38,100	0,949075102806091	50,00000	0,40735	1,22204
38,200	0,951786756515503	50,14286	0,54737	1,64210
38,300	0,954498410224915	50,28571	0,45355	1,36066
38,400	0,957210063934326	50,42857	0,42792	1,28377
38,500	0,959921658039093	50,57143	0,60822	1,82465
38,600	0,962633311748505	50,71429	0,65407	1,96220
38,700	0,965344965457916	50,85714	0,53725	1,61175
38,800	0,968056619167328	51,00000	0,39949	1,19848
38,900	0,970429301261902	51,12500	0,47455	1,42365
39,000	0,972801983356476	51,25000	0,44960	1,34880
39,100	0,97517466545105	51,37500	0,52551	1,57653
39,200	0,977547407150269	51,50000	0,53705	1,61114
39,300	0,979920089244843	51,62500	0,58228	1,74683
39,400	0,982292771339417	51,75000	0,62278	1,86833
39,500	0,98466545343399	51,87500	0,44858	1,34573
39,600	0,987038135528564	52,00000	0,45945	1,37836
39,700	0,989749789237976	52,14286	0,51838	1,55513
39,800	0,992461383342743	52,28571	0,42303	1,26910
39,900	0,995173037052155	52,42857	0,46532	1,39595
40,000	0,997884690761566	52,57143	0,60839	1,82516
40,100	1,00059628486633	52,71429	0,63748	1,91245
40,200	1,00330793857574	52,85714	0,55898	1,67695
40,300	1,00601959228516	53,00000	0,40795	1,22384
40,400	1,00839233398438	53,12500	0,51551	1,54654
40,500	1,0107649564743	53,25000	0,47980	1,43939
40,600	1,01313769817352	53,37500	0,52637	1,57912
40,700	1,01551032066345	53,50000	0,48347	1,45041
40,800	1,01788306236267	53,62500	0,57802	1,73407
40,900	1,02025580406189	53,75000	0,61940	1,85819
41,000	1,02262842655182	53,87500	0,49188	1,47564
41,100	1,02500116825104	54,00000	0,45270	1,35811
41,200	1,02737379074097	54,12500	0,49769	1,49306
41,300	1,02974653244019	54,25000	0,43097	1,29290
41,400	1,0321192741394	54,37500	0,49850	1,49550
41,500	1,03449189662933	54,50000	0,58688	1,76064
41,600	1,03686451911926	54,62500	0,59944	1,79833
41,700	1,03923726081848	54,75000	0,58249	1,74749
41,800	1,0416100025177	54,87500	0,41338	1,24014
41,900	1,04398262500763	55,00000	0,51721	1,55164
42,000	1,04669427871704	55,14286	0,53860	1,61579
42,100	1,04940593242645	55,28571	0,42556	1,27668
42,200	1,05211758613586	55,42857	0,44686	1,34059
42,300	1,05482912063599	55,57143	0,59992	1,79976
42,400	1,0575407743454	55,71429	0,62084	1,86251
42,500	1,06025242805481	55,85714	0,52656	1,57969
42,600	1,06296408176422	56,00000	0,42611	1,27831
42,700	1,06533682346344	56,12500	0,49269	1,47806
42,800	1,06770944595337	56,25000	0,44193	1,32579
42,900	1,07008218765259	56,37500	0,52430	1,57291
43,000	1,07245492935181	56,50000	0,53209	1,59627
43,100	1,07482755184174	56,62500	0,59263	1,77787
43,200	1,07720029354095	56,75000	0,58352	1,75055
43,300	1,07957291603088	56,87500	0,42914	1,28741
43,400	1,0819456577301	57,00000	0,49218	1,47654
43,500	1,08465731143951	57,14286	0,51114	1,53342
43,600	1,08736896514893	57,28571	0,39409	1,18227
43,700	1,09008061885834	57,42857	0,48341	1,45022
43,800	1,09279215335846	57,57143	0,60364	1,81091
43,900	1,09550380706787	57,71429	0,60074	1,80221
44,000	1,09821546077728	57,85714	0,54334	1,63001
44,100	1,10092711448669	58,00000	0,40241	1,20722
44,200	1,10329985618591	58,12500	0,48818	1,46455
44,300	1,10567247867584	58,25000	0,48519	1,45556
44,400	1,10804522037506	58,37500	0,48572	1,45716
44,500	1,11041784286499	58,50000	0,49339	1,48018
44,600	1,11279058456421	58,62500	0,58052	1,74157
44,700	1,11516332626343	58,75000	0,59237	1,77710
44,800	1,11753594875336	58,87500	0,45890	1,37669
44,900	1,11990869045258	59,00000	0,44457	1,33371
45,000	1,1222813129425	59,12500	0,48583	1,45748
45,100	1,12465405464172	59,25000	0,39592	1,18775
45,200	1,12702679634094	59,37500	0,51825	1,55475
45,300	1,12939941883087	59,50000	0,57418	1,72254
45,400	1,1317720413208	59,62500	0,57073	1,71220
45,500	1,13414478302002	59,75000	0,56108	1,68323
45,600	1,13651752471924	59,87500	0,40826	1,22477
45,700	1,13889014720917	60,00000	0,47464	1,42391
45,800	1,14160180091858	60,14286	0,53917	1,61752
45,900	1,14431345462799	60,28571	0,38752	1,16256
46,000	1,1470251083374	60,42857	0,47246	1,41738
46,100	1,14973664283752	60,57143	0,59160	1,77480
46,200	1,15244829654694	60,71429	0,59407	1,78221
46,300	1,15515995025635	60,85714	0,49834	1,49503
46,400	1,15787160396576	61,00000	0,41119	1,23357
46,500	1,16024434566498	61,12500	0,46407	1,39222
46,600	1,16261696815491	61,25000	0,43230	1,29689
46,700	1,16498970985413	61,37500	0,50844	1,52532
46,800	1,16736245155334	61,50000	0,52766	1,58297
46,900	1,16973507404327	61,62500	0,56723	1,70168
47,000	1,17210781574249	61,75000	0,56706	1,70117
47,100	1,17448043823242	61,87500	0,42126	1,26379
47,200	1,17685317993164	62,00000	0,45180	1,35540
47,300	1,17956483364105	62,14286	0,50407	1,51221
47,400	1,18227648735046	62,28571	0,36386	1,09157
47,500	1,18498814105988	62,42857	0,48713	1,46137
47,600	1,18769967556	62,57143	0,59853	1,79560
47,700	1,19041132926941	62,71429	0,58208	1,74625
47,800	1,19312298297882	62,85714	0,51503	1,54508
47,900	1,19583463668823	63,00000	0,40890	1,22671
48,000	1,19820737838745	63,12500	0,45182	1,35547
48,100	1,20058000087738	63,25000	0,47423	1,42268
48,200	1,2029527425766	63,37500	0,45627	1,36880
48,300	1,20532536506653	63,50000	0,49780	1,49340
48,400	1,20769810676575	63,62500	0,57204	1,71611
48,500	1,21007084846497	63,75000	0,57726	1,73177
48,600	1,2124434709549	63,87500	0,45147	1,35441
48,700	1,21481621265411	64,00000	0,43773	1,31319
48,800	1,21718883514404	64,12500	0,47110	1,41330
48,900	1,21956157684326	64,25000	0,37400	1,12200
49,000	1,22193431854248	64,37500	0,50576	1,51728
49,100	1,22430694103241	64,50000	0,57738	1,73213
49,200	1,22667956352234	64,62500	0,55825	1,67474
49,300	1,22905230522156	64,75000	0,54399	1,63197
49,400	1,23142504692078	64,87500	0,41547	1,24642
49,500	1,23379766941071	65,00000	0,43731	1,31194
49,600	1,23650932312012	65,14285	0,53102	1,59306
49,700	1,23922097682953	65,28571	0,35807	1,07420
49,800	1,24193263053894	65,42857	0,48508	1,45523
49,900	1,24464416503906	65,57143	0,58274	1,74823
50,000	1,24735581874847	65,71429	0,58510	1,75530
50,100	1,25006747245789	65,85714	0,48040	1,44120
50,200	1,2527791261673	66,00000	0,40774	1,22321
50,300	1,25515186786652	66,12500	0,44675	1,34025
50,400	1,25752449035645	66,25000	0,41829	1,25488
50,500	1,25989723205566	66,37500	0,48043	1,44130
50,600	1,26226997375488	66,50000	0,54523	1,63569
50,700	1,26464259624481	66,62500	0,55439	1,66316
50,800	1,26701533794403	66,75000	0,55853	1,67560
50,900	1,26938796043396	66,87500	0,42412	1,27235
51,000	1,27176070213318	67,00000	0,43353	1,30058
51,100	1,27447235584259	67,14285	0,49601	1,48803
51,200	1,277184009552	67,28571	0,34635	1,03905
51,300	1,27989566326141	67,42857	0,50033	1,50100
51,400	1,28260719776154	67,57143	0,58835	1,76506
51,500	1,28531885147095	67,71429	0,56779	1,70336
